latent_1,latent_2,latent_3,latent_4,latent_5,latent_6,latent_7,latent_8,latent_9,latent_10,latent_11,latent_12,latent_13,latent_14,latent_15,latent_16,latent_17,latent_18,latent_19,latent_20,latent_21,latent_22,latent_23,latent_24,latent_25,latent_26,latent_27,latent_28,latent_29,latent_30,latent_31,latent_32,condition
-0.28008717,1.9859927,-0.2351387,2.7276468,1.6645305,1.4941493,-0.34345424,-1.2430763,-0.8006654,3.9276843,-0.9979822,1.0592371,1.0007458,1.5011827,0.45767885,1.6626766,-1.8761855,1.3446425,-0.49106044,0.8108336,0.22405256,-1.5053596,-1.6208383,-2.6024184,-0.7271341,-1.2045627,-1.3907168,1.6987658,3.2880151,-1.539701,1.640905,0.009496536,Normal
0.51867133,0.4166883,-1.1067469,0.9868959,-1.0811007,0.7644664,-0.64473873,-1.1041561,-0.12994015,0.25602835,-1.1431173,0.2627746,-0.08447191,-0.12103843,0.1991382,-1.1649405,-0.5924092,-0.24190126,0.6137891,-0.48175386,-0.082280606,0.8442124,0.40740395,0.38166773,0.21104783,1.1120987,-0.065567866,0.75901395,0.06178035,0.9962309,0.0708173,-0.2702197,AKI
0.435762,1.7663157,-0.5612086,1.5374758,0.48539832,1.1275315,-1.7533458,-1.3139979,-0.65614915,2.126943,-0.7362666,1.1086055,1.4166608,1.1453828,-0.64036286,1.3716594,-1.8071449,1.3729335,0.9883395,1.0419704,0.3858124,-1.1826596,-0.85286814,-2.8681653,0.3214258,-0.68527555,-1.5590892,0.8937661,1.9917041,-1.2120843,0.47044685,-0.25237507,Normal
1.5949734,0.36747852,-0.77504706,-0.55225104,-0.6213923,0.6246597,0.49003598,-0.5515931,-0.5769102,0.17616141,-0.690578,0.90486956,0.44467112,0.28000897,0.2510932,-0.29931855,0.111195594,0.115682796,1.3094107,0.12168378,1.4745244,0.97257596,0.30571395,0.15430595,0.30273652,-0.14175987,-0.90339655,-0.8944543,0.19404425,0.33810866,-0.72825414,-0.3663645,CKD
-0.35529387,-0.7349826,-0.5709902,-0.77462083,0.7717902,-1.3979427,-0.70579404,1.3689586,-0.43079847,-0.2647653,0.15138856,1.292522,0.40554804,0.6999888,-0.6300324,-0.37149143,1.2050594,1.0632755,1.7675697,1.5336149,1.4257265,-0.039925523,-0.010366462,-0.64550185,0.026450805,0.17188,-0.33912882,0.26210076,-1.2108629,0.87548,0.708518,-1.0705142,Normal
0.5364865,-0.6049349,-1.353461,-0.03320235,-0.043466225,-0.9335351,-0.26654664,0.8745356,-0.22848746,-0.5712109,-0.7036439,1.0206631,-0.028277133,0.55904156,-0.19084734,-1.1995385,1.0787567,0.3683293,1.57438,0.78120863,1.0321513,0.92368394,0.11328054,0.4561315,0.09506014,1.1143587,0.19502535,0.28967103,-1.5842714,1.7111608,0.47679356,-0.6719263,AKI
0.041837282,1.5696182,-0.3050894,1.5085781,0.6900373,1.1543697,-0.7034909,-1.3235989,-1.2739841,2.3124204,-0.8658911,1.0028284,1.2999442,0.85769796,0.44613734,1.0232097,-1.7907982,1.0630964,0.54951555,0.64043057,0.29009658,-0.6786296,-0.5254508,-2.1956236,-0.036896832,-1.0153048,-1.2302834,0.9714463,2.3564985,-0.8959502,0.415032,-0.46208727,Normal
-1.1109847,-0.58717215,-0.64602757,-0.38633063,-1.2745367,-0.2876542,-0.46415895,-1.043602,-1.5924017,0.005216956,-1.2155101,1.2913007,1.4260516,-0.62643284,1.4166119,-1.3023638,-0.42760086,0.41536683,1.3434331,-0.50120246,-0.09243409,1.3391798,1.2606889,0.3252066,-0.18432677,0.12681806,-0.38990986,1.4533112,0.10359104,1.5821102,0.109520204,-2.422244,CKD
0.6950516,1.6657131,-0.5357447,1.8468685,-1.1664395,2.674723,0.14867999,-2.7130222,-0.381229,1.5556943,-1.7789078,0.56988645,-1.0793377,-0.37563115,1.2728024,-1.1974628,-1.2768017,-1.3790443,-0.19360244,-1.3553189,0.53164625,1.0570617,0.14580202,0.9151365,0.55356324,1.8433142,-0.18415141,0.5341886,1.8625835,0.7608559,-0.17340758,0.044247586,AKI
2.1669726,0.7642489,-2.1549895,2.9762502,-0.8461331,1.398835,-0.34719,-1.08307,1.5076203,2.3587532,-2.0527577,0.6434436,0.5889779,1.3488727,-0.6481991,-0.24877429,-1.2491473,0.2756487,-0.31572047,0.46187624,-0.48161864,0.06500014,-0.93260926,-0.7098244,-0.5744778,0.28582355,0.24456574,0.90191203,0.691141,0.26917005,0.86662257,1.583429,AKI
-1.688226,-3.1772223,-0.2850299,3.1938937,-1.3796848,-3.9795334,2.1336884,2.4822574,-0.8859218,0.35018525,-1.6445642,2.012356,0.8604933,-0.09118288,2.0682075,-1.6737441,1.1501372,3.7678015,-0.3546741,3.8776367,0.4301326,1.8391218,0.28934643,1.7487102,-4.1561284,-1.7962594,0.50519043,5.7755322,-3.4232547,3.3550005,4.9929466,-2.6062932,AKI
0.5482417,0.17972067,-1.5951879,0.3617586,-0.045666948,-0.0043174606,0.09064449,0.14513943,-0.19080257,-0.11277215,-0.7740508,1.1957309,-0.7410752,0.85224086,0.47629392,-0.8353762,0.75229156,0.0006983951,0.99854636,0.28254429,1.344061,0.8130694,0.159924,0.8017634,0.023862854,1.356514,0.028869212,0.27765533,-0.59553313,1.6794959,0.5448621,-0.37874448,AKI
-2.2417412,-0.38172656,0.18274772,-0.3779081,1.3353239,-1.3288511,-0.48005512,0.557019,-1.5820628,0.47060037,0.57301843,1.4289247,0.29068592,0.621859,0.74670416,0.10077353,0.7299819,1.3207266,1.330489,1.1475775,1.3885982,-0.5102618,0.6628806,-0.6642543,-0.62465984,-0.77535135,-0.6078256,1.4107094,0.24922667,0.9689095,1.4185164,-1.6978844,Normal
-1.0244652,-2.2677677,-0.84449375,1.0211245,-1.0002102,-2.7485743,0.585433,0.80697584,-1.9132625,-1.685754,-0.41589296,0.5321997,-0.37522593,-0.6684502,1.2708502,-2.390699,0.9870109,1.1400086,1.3366376,1.1989654,0.22136578,2.4993622,1.4983507,2.254593,-1.2332513,0.45089775,1.115314,2.538122,-3.2832587,3.8654118,1.7386822,-1.7385111,AKI
-1.4494123,-1.898704,-0.7578373,1.3059598,-0.8943285,-2.5051231,0.04233002,1.4667723,-0.35849175,0.63724244,-0.92976665,1.8278364,2.4143863,0.75010324,0.38545278,-0.080570824,0.2903241,3.142242,0.5666353,2.0480359,-0.20287125,-0.13853228,-0.36277926,-0.84023565,-2.4172113,-1.7060976,-0.41803715,3.6678383,-1.4444745,0.78286684,2.8490794,-2.5741606,Normal
-0.18944599,-0.57515323,-0.7736629,-0.40035504,0.44228262,-1.1462445,-0.9092024,1.1527067,-0.35192773,-0.3580512,-0.23606667,1.1383282,0.27852717,0.5944828,-0.62376845,-0.5676749,1.0306258,0.92215246,1.714176,1.2518121,1.166022,0.08714093,-0.008408956,-0.43307313,0.14208806,0.73010355,-0.31862512,0.4245332,-1.2490845,1.0630318,0.75802886,-1.0767546,Normal
0.61819386,0.48119769,-0.7926792,1.2834607,0.6240289,0.5913387,1.7153764,0.08362478,0.42601085,0.12524123,0.39361665,0.6834436,-2.4151824,0.70979744,0.89049745,-0.6745476,0.95855343,-1.019681,0.067142904,0.531522,1.9112343,0.76147985,0.10826356,2.0049386,-0.756323,1.147383,1.4092638,-0.14130439,-0.24615149,1.8087071,0.9513978,0.88167304,AKI
0.34679615,0.79384816,-0.29678124,-0.02006802,-0.12491963,0.39414167,-0.97352284,-0.42995632,-0.73546726,0.366243,-0.3775467,0.7003917,0.45779622,0.24936427,-0.17757526,0.055231698,-0.356679,0.5714187,1.2555614,0.39476946,0.787097,-0.09751357,0.2161806,-0.9785287,0.64313304,0.20572713,-1.0318342,0.15272579,0.5366037,0.015429273,-0.21623033,-0.77728105,Normal
0.24210177,-1.0684061,-0.5866524,-0.7217048,0.3981875,-1.1970527,0.48945418,1.1492674,-0.39096782,-0.79215276,0.43432885,0.9317712,0.26797146,0.13868833,-0.15054178,-1.1053293,1.0320525,0.211347,1.6561064,1.0812525,1.3001018,0.99802023,0.36763805,0.4577872,-0.20442948,-0.357016,0.7362874,-0.31233823,-1.5090722,1.337303,-0.05844173,-0.24840558,CKD
-0.9809756,-2.3457427,-1.0857862,1.6483856,-1.5863672,-2.710147,0.5071849,0.632726,-1.3722425,-1.2321553,-1.2896998,0.940954,0.010364216,-0.5468259,1.4679469,-2.4739547,0.81297493,1.3899764,1.0959262,1.1734092,-0.00076527894,2.447237,1.4898304,2.2141764,-1.6991861,0.48180604,0.84644455,3.289704,-3.2750359,3.8089604,2.2953274,-1.8551445,AKI
1.2115214,0.2738862,-0.78727674,-0.51034117,-0.80347013,0.40883324,-0.016324457,-0.45559433,-0.68963003,-0.15880358,-0.9190893,0.9132737,0.8030083,-0.021544958,0.16299099,-0.68366253,-0.009310406,0.1560083,1.5732015,0.06742403,0.98187625,1.0264909,0.34462047,-0.054511584,0.49618936,0.20293075,-0.74486715,-0.3819067,-0.023575746,0.5079053,-0.72020346,-0.88490933,CKD
-2.6489742,-2.889789,-0.15144223,4.9894347,-1.132878,-3.4024198,3.2373745,0.96565944,-0.88712794,0.13029805,-2.1262224,1.4992702,-1.9451052,-1.2774466,3.6187453,-3.8526976,1.0155581,1.8709445,-1.5094361,2.6761909,0.610963,3.5663264,1.4211137,4.7485313,-4.836248,0.56422937,2.629922,7.092401,-3.6548073,5.8923836,6.461746,-2.3095236,AKI
-4.854667,0.027229894,1.5974007,2.3795266,4.7803545,-1.5579201,3.966125,2.7769363,-0.857642,4.47746,1.5958794,3.05374,-0.24500945,2.3972657,2.2911294,3.4190497,1.9509115,3.486167,-2.6970098,4.3299913,3.7501445,-2.9964387,-2.7821577,-0.648996,-4.8059864,-4.523136,-0.3870731,4.395483,3.3345888,-1.4302034,6.7263155,-2.0310137,Normal
0.681295,-0.5651474,-0.744738,-1.0227509,0.19469336,-0.8268979,0.16903138,0.9020213,-0.4525124,-0.38344467,-0.05484864,1.1917661,0.49819738,0.30688152,-0.27587,-0.5418703,1.0279771,0.5273239,1.742746,0.9856364,1.6362358,0.7500615,0.23400207,-0.13698621,0.094450206,-0.1860389,-0.28155214,-0.57710433,-0.9808798,0.7643629,-0.081923336,-0.6925685,CKD
0.20117466,1.2996395,1.1757759,-0.06185476,2.3144577,0.48353758,0.3010154,0.42517596,-0.32209906,1.1025898,2.4783819,0.6652849,-1.6411592,1.2545104,-0.93125546,1.6201191,-0.08448972,0.3685351,1.2077188,2.5297205,2.9726143,-1.1165771,-0.034987457,-0.9762637,-0.32065374,-1.1612643,-0.27400273,-1.4952681,1.0990486,-1.2525061,0.4491416,1.2860953,Normal
-1.0761662,-1.0791576,0.10540816,0.3318041,0.73838836,-1.9768727,1.8128324,1.1936152,-1.9188031,-0.6151101,1.0718291,0.7226207,-1.0046755,-0.11847711,1.2490427,-0.9950198,1.1314372,1.0295177,0.59210086,1.7057674,1.5740939,1.3472104,0.6656601,1.5245788,-1.3613454,-0.88870126,1.1223116,1.2007045,-1.2675433,2.20759,1.2478063,-0.6294892,CKD
-1.2624668,-2.1066344,-0.22682972,0.0045160837,-0.5055232,-2.6375413,1.3931317,0.6361826,-2.65461,-0.6170428,0.028939333,1.2066884,0.6520454,-0.713543,1.9190776,-1.5046616,0.95018834,1.6033492,1.3186877,1.3251501,1.2546695,2.2068005,1.6030514,1.5211012,-1.7339872,-1.4646366,0.18517303,2.088753,-1.6625468,2.7883506,1.3688895,-2.2708578,CKD
-0.10261713,-0.082392216,0.5747094,-0.18979278,1.3908956,-0.59046376,1.5301297,0.98332983,-0.4763653,-0.4980523,2.0867484,0.3909204,-1.6087456,0.2616911,-0.01975061,-0.30858737,0.4978086,-0.2882424,1.0106671,1.7625349,1.924546,0.40699112,0.2455676,0.7517106,-0.8657058,-0.80490434,1.6685724,-0.8603622,-0.6670639,0.4861949,0.1559315,0.96678144,CKD
-2.6641874,-3.8165743,0.010527365,2.0725853,-1.3575909,-5.1308246,1.530124,1.6886287,-3.7143235,-1.7262574,-0.60198396,0.8367729,-0.4042341,-1.4225911,2.6884642,-3.2610564,1.1701106,3.062431,1.1947776,2.900601,0.40131956,3.8122313,2.3878186,3.257549,-3.1980536,-0.61292356,1.2584645,5.5105047,-4.8447614,5.632185,3.8586085,-3.2490308,AKI
0.35811424,-0.76651686,-1.389182,0.45355472,-0.968239,-0.978368,-0.6497796,0.2268693,-0.67226094,-0.726423,-1.4389646,0.74181527,0.69387966,-0.10765333,0.07853571,-1.7306198,0.41199282,0.36550522,1.6799544,0.39911407,0.086594544,1.3371015,0.3894583,0.47465706,0.056721166,1.0731441,-0.002773147,1.1437876,-1.604794,1.6417085,0.50206506,-1.3062955,AKI
-0.68505806,-1.5207765,-0.20947713,-0.7123293,0.82575333,-2.0897453,-0.25927204,1.8946936,-0.571973,-0.7959669,0.7848906,0.9224311,0.4352886,0.35946012,-0.6432919,-0.80487216,1.3400977,1.0837494,1.83164,1.844159,1.1700333,0.3533996,0.21392195,-0.18921901,-0.35440654,-0.4276857,0.42439467,0.36448768,-1.9589465,1.192887,0.73470336,-0.7905524,Normal
-0.539871,-1.2228014,-0.8383242,-0.13316622,-0.68841296,-1.4373889,-0.42912245,0.25859022,-1.3119429,-0.7493343,-0.84933543,0.8625386,0.9393677,-0.30706167,0.56203353,-1.4622338,0.5330511,0.6625311,1.6907991,0.4371061,0.2098432,1.4027712,0.94308245,0.49095887,-0.2502078,0.3399383,-0.034211367,1.1870788,-1.4962878,2.0042686,0.46637067,-1.8546213,CKD
1.1960567,0.11674939,-0.7298397,-0.15229952,-0.79564756,0.4378452,0.4337494,-0.7113303,-0.33708385,0.37051314,-0.73718727,0.65138155,0.8405743,0.20464574,0.21304935,-0.3301317,-0.28753653,0.08183697,0.89291435,-0.0383309,0.6167881,0.99166036,0.23342468,0.04746018,0.017237522,-0.48647466,-0.47441116,-0.4288773,0.17210646,0.30107915,-0.60977703,-0.19146279,CKD
-0.63557816,-2.814838,-0.08484853,-0.04880467,0.2467139,-3.3423433,1.567642,2.3402224,-1.8104264,-1.7464573,1.01828,1.1124064,0.23887427,-0.5211408,0.36643368,-2.079623,1.585971,1.5686765,2.2166712,2.9066205,1.3843936,2.0333781,0.99556434,1.3012271,-1.4930909,-1.4380335,1.6803247,0.988395,-3.528792,3.027078,0.89252275,-0.44446513,CKD
-0.7836238,0.6066564,0.061969966,0.46802685,1.5130856,0.20718631,-0.23729736,0.3121566,-0.011103921,1.4287283,0.51449776,1.0495539,-0.34863725,1.2854699,0.10883167,1.014659,0.17995797,0.9879152,0.1494717,1.1626619,1.2849889,-1.2605972,-0.48156822,-1.0490127,-0.26049367,-0.43459,-0.8387515,0.5864178,1.1630557,-0.2892869,1.4399425,-0.21935749,Normal
-0.74702877,-0.12171687,-0.64251673,0.10699816,0.42514896,-0.35692048,0.5192097,-0.06685517,-1.0830699,-0.07630928,0.11658041,0.9072869,-0.8140424,0.41855776,1.14631,-0.6764556,0.67470455,-0.022147566,0.6417122,0.18450165,1.33984,0.6885401,0.6077094,1.0857689,-0.3138806,0.513366,0.3792398,0.63934183,-0.019544065,1.7910968,0.7197284,-0.8658529,CKD
0.58644867,-1.0575697,-1.0744901,0.13083145,-0.2218771,-0.9586548,0.08466048,0.9307837,0.2161507,-1.2890593,-0.20637512,0.5417811,-0.30642387,-0.03463673,-0.23965475,-1.9559644,0.99905497,-0.22952037,1.6260846,0.58232266,0.70755345,1.5120931,0.3217663,1.1930251,-0.012563065,1.146549,1.2198306,0.14046544,-2.2988179,2.05039,0.1788468,-0.08665598,AKI
0.0708182,-0.21585199,-1.2162259,-0.48974824,-0.20460215,-0.3681864,0.15407126,-0.08881773,-1.3183259,-0.10037759,-0.7418014,1.4619406,0.5670043,0.36437005,0.8550654,-0.652376,0.57452494,0.41097254,1.441532,0.14778233,1.2486027,1.0397205,0.6079445,0.2829263,-0.06783452,0.13180874,-0.5542502,0.1416487,-0.1699679,1.3450824,-0.030372415,-1.3405683,CKD
0.18494444,0.72113365,-0.33886972,-0.6223946,0.7449872,-0.09831185,-0.91606647,0.07429043,-1.1589851,0.81137973,0.18845911,1.3578115,0.60136837,0.732776,-0.32436448,0.986701,0.16794361,1.1472129,1.6414629,1.1403261,1.9468873,-0.6036803,0.066645086,-1.7027786,0.39725283,-0.6303962,-1.7932564,-0.2208051,0.66867524,-0.55272263,0.20975268,-0.95449495,Normal
-1.4101064,-0.03362371,0.04916255,-0.68430865,0.93870056,-0.8278491,-1.4199327,0.46953,-1.1638645,0.19499263,0.1614734,1.3155584,0.5256312,0.4928903,-0.12243197,0.21736239,0.5016128,1.2372249,1.6009581,1.0628575,1.1510003,-0.77002406,0.39594942,-1.328474,0.2186681,0.037871167,-1.1317637,0.9039869,0.029839894,0.45829523,0.87277526,-1.7061507,Normal
-1.5992277,6.6927176,1.2803334,3.9027536,0.8833961,5.845981,-5.175431,-6.544306,-4.314107,5.627595,-2.6037214,2.3980088,3.1720784,0.08044022,0.17127067,2.2695901,-6.4821496,1.2765619,1.2778792,0.06428853,0.2674146,-2.288076,-1.7784898,-6.8458624,1.9614024,-0.5931314,-3.8591604,3.7758446,7.9978104,-4.3943033,-0.31576547,-2.427754,Normal
-1.5202609,-0.2169511,-0.18693395,-0.48439303,0.45390564,-0.7894897,-1.0792891,0.13886347,-1.2596344,-0.14107111,0.026791357,1.1241497,0.3408063,0.103688516,0.40196118,-0.38616097,0.39117283,0.8019337,1.336295,0.47525054,0.7074243,-0.05736716,0.73354656,-0.44606242,0.12385399,0.37136617,-0.48608547,1.1042433,-0.13389902,1.2085357,0.73570883,-1.7074314,Normal
-0.3137015,5.151841,1.4972321,4.5537744,2.6824675,5.02761,-4.569148,-4.207562,-0.6245402,5.2783146,-0.82740796,0.890761,1.3214824,1.4353795,-2.3726501,2.1853766,-5.5448246,0.87339956,-0.107398696,1.3427813,0.3615197,-2.949786,-2.0282688,-5.7260046,0.50533354,-0.57754934,-2.2506938,2.119103,6.1722126,-3.8834257,0.9928356,1.1503177,Normal
-0.046441257,-0.5712317,-1.1854763,-0.29738486,-1.0540291,-0.3177093,0.21771795,-0.7881419,-1.246153,0.023328483,-1.368287,1.3974566,1.4484757,-0.10499887,1.1393962,-1.034271,-0.04910091,0.33127773,1.3476605,-0.34668407,0.29066968,1.4454706,0.82749707,0.40214106,-0.39975595,-0.28806648,-0.46775216,0.66072136,-0.12227291,1.2270947,-0.16341233,-1.6331043,CKD
-1.5506705,-1.556211,-0.13394158,-0.20393564,0.7996923,-2.400841,-0.11759111,1.5367507,-1.3861506,-0.7445622,0.8064543,0.94407666,0.03873108,0.28639394,0.19489518,-0.7784623,1.2448713,1.3430899,1.5189385,1.7775726,1.1603899,0.51111126,0.6259964,0.33467877,-0.74127173,-0.54475987,0.34122673,1.3564746,-1.7624005,1.8291515,1.3861611,-1.2385323,Normal
-0.5188182,-2.6674764,-1.8001655,2.5443547,-2.4091408,-2.6540778,0.49319705,0.49092704,-0.34924668,-1.095811,-2.2843695,1.318678,0.24406025,-0.502146,1.2703619,-3.1718638,0.7363604,1.2746392,0.8649848,1.163255,-0.5109745,2.579555,1.3037564,2.5527277,-2.0548306,1.0706824,1.1862785,3.9661057,-3.861221,4.1180797,2.922176,-1.6307228,AKI
-3.3923483,4.431053,2.8270493,4.226,4.602187,4.3399687,2.0256422,-3.3173857,-2.9905407,7.426065,-0.8085904,1.2475518,-1.3949802,0.74667615,3.7946963,2.8305562,-2.7269619,0.0357096,-3.0738735,-0.1036402,1.5374172,-2.2220278,-2.2280152,-1.8991494,-1.4970922,-1.4565302,-1.7087977,3.0537271,7.9716377,-2.708952,3.2859006,-1.0096759,Normal
-0.059746712,-1.3466465,-1.0354009,0.18773556,-0.69471353,-1.675133,-0.57737947,0.75665206,-0.9050979,-1.0835843,-1.0417014,0.67835504,0.59610236,-0.2632324,0.02789846,-1.8469636,0.8308604,0.63001627,1.8605536,0.78797275,0.2851991,1.4890323,0.6708746,0.6259142,-0.104149856,0.9066284,0.14440843,1.2285573,-2.2654228,2.1256714,0.7451055,-1.5110227,AKI
-1.843151,-0.6974279,-0.27043837,-0.2908921,0.59250236,-1.4911348,-0.5702822,0.4890036,-1.6456954,-0.12549019,0.24084261,1.1002866,0.22581877,0.30297258,0.7448918,-0.40092945,0.78321743,1.0053072,1.312943,0.70848316,0.96426445,0.22230667,0.8787189,0.031317618,-0.4891971,-0.18574096,-0.40856418,1.3882556,-0.38179567,1.5376369,1.1971132,-1.89448,Normal
-1.9542565,-1.1915178,0.028833963,1.3906835,-1.3257858,-1.1515954,1.4244918,-0.8095506,-1.5385226,0.52912843,-1.5419511,1.2521313,0.0188305,-1.0553851,2.8886542,-2.0165155,-0.17508256,0.59611523,-0.3013421,-0.06725117,0.24097137,2.391199,1.4412621,2.4627712,-2.0845068,0.09051521,0.67870927,3.5170534,-0.5739169,2.9393923,2.429512,-2.850191,AKI
0.2393708,-0.542743,-1.7144536,0.62916857,-0.5450468,-0.49998096,0.33380452,0.1125754,0.08852544,0.053620234,-1.2074164,1.5120279,0.24854611,0.7322495,0.5362105,-1.0590485,0.75220776,0.18755764,0.73843884,0.22608659,0.7759124,0.85232794,0.14434887,0.8836317,-0.63184154,0.6469446,0.25617728,0.9170789,-0.86184484,1.641267,0.82477534,-0.53184074,CKD
0.12160374,-1.3031633,-1.8648255,-0.21720952,-8.226643,-5.7573876,1.4137827,5.1382203,-8.475612,-4.076923,-6.0317144,-1.1408383,-9.032506,-3.9990933,1.1274114,-0.89995843,7.729148,5.125223,-0.6975753,0.47647205,3.757886,10.602117,-3.3280644,7.0632195,-0.35255235,9.089698,-6.458374,5.3389583,-6.3877354,-1.2131959,7.4828973,-15.055358,AKI
0.18829179,-0.9656299,-0.62013674,-0.9729432,0.6103836,-1.5038198,-0.28527024,1.5834782,-0.32896978,-0.48230678,0.2822157,1.1886787,0.5036873,0.46449497,-0.69753,-0.57389176,1.3150226,0.85732263,1.9550089,1.5148708,1.5210671,0.39668715,0.10113065,-0.396695,-0.009171486,-0.12029074,-0.07632576,-0.22198756,-1.4933308,0.8614091,0.34107384,-0.74787974,Normal
-2.2564294,-0.33407098,0.14126652,-0.42839968,0.82640284,-1.0430619,-1.1050085,0.15045992,-1.1925,0.25530776,0.34989446,1.1862525,-0.048879456,0.40444553,0.5663747,-0.20784234,0.44420004,1.0124904,1.0961788,0.7518497,0.9739936,-0.39877123,0.81300205,-0.48867378,-0.2198295,0.28703666,-0.5782036,1.6530542,-0.06342703,1.2582092,1.4685591,-1.7631058,Normal
0.09295002,-2.1242461,-0.75140464,-0.29091176,-0.08440485,-2.5295975,0.21618266,2.0493503,-0.7357866,-1.2556881,-0.059422478,0.924,0.7175766,-0.08425445,-0.3207426,-1.5614824,1.5708258,1.0839549,2.1216738,1.7723929,0.91771376,1.4543736,0.4410283,0.5886419,-0.5206439,-0.17858693,0.63026714,0.57451844,-3.0259488,2.0621622,0.6696883,-0.9435776,CKD
0.4870891,5.274217,0.16626117,3.3744004,1.9143829,3.987533,-2.976307,-3.5520668,-2.4235594,5.3503246,-1.2005229,2.0458376,1.659979,1.938064,-0.5959974,3.4966066,-3.9223597,1.7782241,1.1077882,1.2436907,1.85188,-2.4940639,-2.2519464,-5.485225,0.8653742,-1.0813892,-3.570113,1.440241,5.966394,-3.5894487,0.5473137,-0.2403262,Normal
0.43474764,0.14091608,-0.6974007,0.34692606,-1.1460438,1.2408236,0.7286593,-1.654807,-0.53304887,0.4944548,-1.4693662,0.9995982,0.15805323,-0.19591998,1.3406047,-1.1156615,-0.49150595,-0.69298095,0.4319923,-0.8351062,0.3566893,1.3805876,0.61982745,1.1203732,-0.12631127,0.61542076,-0.14875238,0.24147525,0.67971396,1.0647821,-0.20601344,-0.606707,CKD
-1.2243814,-0.71381885,-0.36887315,-0.61640006,0.69083524,-1.4094535,-0.87119466,0.9909263,-1.0360751,-0.0939202,0.07244338,1.3868482,0.562159,0.65317976,-0.098184235,-0.2144635,1.0053407,1.1673424,1.5719413,1.2738258,1.1867992,-0.15509015,0.28130597,-0.66400677,-0.19681042,-0.07404286,-0.6665847,0.9203772,-0.75017864,0.9087787,1.0349001,-1.64096,Normal
-0.057642505,-2.288017,-0.97160447,0.4671434,-0.6509623,-2.6588717,-0.0054389285,1.7104113,-0.8242778,-1.5481712,-0.7296521,0.64658636,0.49638778,-0.3409298,-0.022240572,-2.2005835,1.3650917,0.9677765,2.03408,1.516798,0.3108276,1.92082,0.7476857,1.1645782,-0.63864815,0.49166822,0.7952861,1.4390252,-3.5416288,2.784713,1.1337525,-1.1960942,AKI
-1.429213,-3.1359558,-0.55449843,1.278833,-0.9747861,-4.0817785,0.5008237,1.8770025,-2.459326,-2.0366015,-0.28530496,0.51760316,-0.2114703,-0.7277235,1.1746693,-2.6567168,1.3983965,2.0800622,1.8571684,2.2665572,0.19115026,2.7176285,1.6075462,2.1484487,-1.6835767,0.11790164,1.1807536,3.3034394,-4.4920244,4.4421363,2.3725305,-2.0450888,AKI
0.022404078,-0.29365906,-1.4183537,0.8033042,-0.11942368,-0.1898351,0.6632022,-0.026129635,0.123869635,-0.39782655,-0.4917065,0.94748324,-1.0674043,0.42095613,0.7191344,-1.3063754,0.8969958,-0.46479833,0.4511984,0.007397664,1.0488435,1.0564135,0.2917174,1.7180309,-0.43317232,1.3284491,1.0207461,0.7114857,-0.8961357,2.088969,0.89440054,-0.10483708,AKI
-0.12348318,-1.9004397,-1.0859501,0.13625439,-0.6052809,-2.2378051,0.24293873,1.1385112,-1.2138059,-1.0999849,-0.70766485,1.0055557,0.6760363,-0.15945481,0.46361172,-1.7443923,1.217346,0.90743744,1.8267928,1.1074599,0.66415757,1.8506827,0.77289826,1.0678046,-0.7466566,0.08481708,0.3879177,1.1873224,-2.620943,2.530347,0.8124476,-1.3944743,AKI
-0.61366117,-2.032477,-0.9656937,1.6176289,-0.57516474,-2.0944614,0.5873416,1.1441602,-0.4787434,-1.7475171,-0.027037345,0.40954703,-1.068732,-0.3902061,0.4308699,-2.7505727,0.9348311,0.536178,1.1025631,1.3784972,0.222606,1.9618738,0.9506806,2.2546184,-1.1256661,1.0614272,2.2699003,2.077616,-3.6266248,3.7264233,1.6326602,-0.066139616,AKI
-1.5517331,-0.9334124,-0.47659507,0.19598515,-1.3638687,-0.6898171,0.17500073,-0.9295034,-1.5939158,0.3689597,-1.3105642,1.3378727,1.0540704,-0.6220364,2.0850792,-1.4227824,-0.2589079,0.51923794,0.7959841,-0.51519495,-0.026497532,1.651917,1.42123,1.0488882,-1.0650916,-0.0013922527,-0.045919,2.22375,-0.049934264,2.1152894,0.9648254,-2.7481794,AKI
1.5776389,0.58627623,-1.210447,1.1389663,-0.16432264,0.69674885,-0.25856963,-0.03527972,1.0458134,1.1785301,-0.4672838,0.62868387,-0.071420625,1.3754593,-0.80324745,0.27385217,-0.26291624,0.41760033,0.24520579,0.7938473,0.58454204,-0.24471766,-0.5876374,-0.5851992,-0.07958751,0.24653736,-0.17613575,-0.22937869,0.21116607,0.109305695,0.4030134,1.0959178,AKI
0.15932116,-1.4744477,-1.0617064,-0.018548638,-0.23393086,-1.94086,-0.26535577,1.5140642,-0.53594726,-0.7786888,-0.6403213,0.99726844,0.6837649,0.27965418,-0.30109856,-1.2817429,1.2403775,1.0045588,1.8393209,1.419824,0.74750954,1.0477078,0.24112166,0.27751496,-0.32582483,0.35196906,0.116811305,0.8352634,-2.3447187,1.7326277,0.84729683,-1.0991523,CKD
