cell_type,gene,variance,variance_rank
IMM,ATP5ME,2.5690977334879603,378
IMM,RNASET2,2.5547650994896958,379
IMM,TMBIM6,2.5542034926812813,380
IMM,TUBB,2.549441577907571,381
IMM,FOSB,2.5213620960597796,382
IMM,YWHAH,2.5211896589452594,383
IMM,KLF6,2.501248985274903,384
IMM,UQCR10,2.5007184194923875,385
IMM,EIF4A1,2.4728130408757125,386
IMM,CTSZ,2.4641042480991326,387
IMM,C1orf162,2.4536007877351365,388
IMM,TPI1,2.453555355692025,389
IMM,SEC61G,2.450833507525224,390
IMM,CALB1,2.4491334409877887,391
IMM,ENO1,2.447652726429822,392
IMM,PRSS1,2.447058698216331,393
IMM,ATP5L,2.4080572560218343,394
IMM,ZFAS1,2.4060584582774887,395
IMM,CST7,2.3963307637595435,396
IMM,CPVL,2.3866262666633262,397
IMM,SOD2,2.3862707079347785,398
IMM,TPM3,2.3823343247282027,399
IMM,ATP5MC3,2.3806734692116724,400
IMM,RGS2,2.3635525744182475,401
IMM,S100A2,2.362125552311038,402
IMM,TRBC2,2.355993349453696,403
IMM,ITGB2,2.3424309757860335,404
IMM,NAP1L1,2.3079961545806436,405
IMM,LYPD2,2.299950465253252,406
IMM,RHOA,2.2972514991691027,407
IMM,ALOX5AP,2.287136572333668,408
IMM,RAC1,2.2727165792861674,409
IMM,CTSC,2.2592090275629237,410
IMM,GMFG,2.2517516562319404,411
IMM,COX7A2,2.2320182261266543,412
IMM,LDHB,2.212888246402406,413
IMM,ATP6V0E1,2.2126733557039593,414
IMM,FCGRT,2.188778169680019,415
IMM,CD3D,2.1814559451979214,416
IMM,ZFP36L1,2.180015850031565,417
IMM,TMEM258,2.17169904926137,418
IMM,PYCARD,2.1602467756052257,419
IMM,HMGN1,2.1592036511680748,420
IMM,PRELID1,2.1488689065670012,421
IMM,SMIM25,2.1374317854669918,422
IMM,IL8,2.0988395361714067,423
IMM,AP2S1,2.093985076497088,424
IMM,LGALS3,2.056585856649246,425
IMM,IGLV1-40,2.0456185833605427,426
IMM,CD9,2.0366894845002306,427
IMM,NDUFA1,2.017576918274112,428
IMM,S100B,2.016877719889,429
IMM,IFNGR1,2.0167560539949703,430
IMM,SLC25A3,2.007844698036637,431
IMM,ANXA5,2.0073667365780876,432
IMM,ARPC5,2.0060765669429683,433
IMM,POMP,1.9833906597324722,434
IMM,FXYD4,1.9763289277013254,435
IMM,UQCRQ,1.9733634315297524,436
IMM,ATP5MD,1.9690031199509115,437
IMM,GZMH,1.9613908538570421,438
IMM,POLR2L,1.957424542065573,439
IMM,LAMTOR4,1.956209560862504,440
IMM,ATP5F1D,1.9292790057391875,441
IMM,GZMK,1.9060857524709087,442
IMM,ATP5G2,1.894206119482333,443
IMM,COX6A1,1.884724517644596,444
IMM,CD2,1.8804960570900082,445
IMM,MZT2B,1.8644370700166557,446
IMM,SKP1,1.8534696683952947,447
IMM,RAN,1.852702126503474,448
IMM,BCL2A1,1.8378579939722535,449
IMM,PSME2,1.8372119684269779,450
IMM,GPX3,1.8371903697366967,451
IMM,ATP5MF,1.8282924393338102,452
IMM,SPCS2,1.8269732366134106,453
IMM,SPCS1,1.8247498494343144,454
IMM,CYBB,1.8203240984278928,455
IMM,DNAJB1,1.8202527473071397,456
IMM,SLC12A3,1.8195395589964827,457
IMM,BTG2,1.8166637272448782,458
IMM,CIRBP,1.8034127731178795,459
IMM,CKLF,1.8024257943241646,460
IMM,DNAAF1,1.7781264161942538,461
IMM,FKBP2,1.7740559595893912,462
IMM,YWHAB,1.7708146774010773,463
IMM,CHCHD10,1.761488723309365,464
IMM,CRYAB,1.7429353521324689,465
IMM,ATP6V1F,1.7411556972605817,466
IMM,TAGLN2,1.7376676948722567,467
IMM,PNRC1,1.7262440547930915,468
IMM,FXYD5,1.7258547127788868,469
IMM,CD24,1.7210899715979098,470
IMM,SNHG8,1.7136114733010421,471
IMM,PIGR,1.6966273734018116,472
IMM,LIMD2,1.688887609738299,473
IMM,TMEM59,1.6821200345849,474
IMM,LSP1,1.6715859515793805,475
IMM,MGST3,1.6683591828895932,476
IMM,NDUFS5,1.6613642467339202,477
IMM,GLUL,1.659132734845206,478
