cell_type,gene,variance,variance_rank
PT,PRKCSH,0.4719030840914075,1859
PT,TGIF1,0.47182433676214386,1860
PT,TM4SF1,0.4717519067901493,1861
PT,SCIN,0.471636444454422,1862
PT,DERA,0.4704898065159151,1863
PT,SLC17A1,0.4701940560140718,1864
PT,PPA2,0.47009430335872104,1865
PT,AAMDC,0.4696254756171641,1866
PT,PLP2,0.46910036707781666,1867
PT,VPS13A,0.46860943679425265,1868
PT,NUTF2,0.4678369837021452,1869
PT,C18orf32,0.46755056391147026,1870
PT,VAT1,0.467239925784264,1871
PT,LARP1,0.466306378509965,1872
PT,ADD1,0.4662709294416116,1873
PT,SPX,0.46606308520509004,1874
PT,VCP,0.4654661096186844,1875
PT,SLC38A2,0.46526311550934074,1876
PT,PSMD4,0.4648154883537313,1877
PT,TPGS1,0.46481080723686397,1878
PT,NAXE,0.4645755085895251,1879
PT,TMBIM4.1,0.4645606111425854,1880
PT,CHP1,0.46435258048132666,1881
PT,MRPL17,0.4641796047894729,1882
PT,MRPS18B,0.46397393023179234,1883
PT,TCP1,0.46389601986171336,1884
PT,NDUFS1,0.4636946963912426,1885
PT,EPHX2,0.4635672017940767,1886
PT,MRPL4,0.46297401509133906,1887
PT,HEXA,0.46232523229994527,1888
PT,CDC26,0.46220937434343184,1889
PT,PRKAA2,0.4617716340897279,1890
PT,MRPL3,0.46158333707482724,1891
PT,CLCN5,0.46155542380311343,1892
PT,TMEM106C,0.46150245964584014,1893
PT,MRPL47,0.4611431478208071,1894
PT,PIN1,0.46107219376586867,1895
PT,UBA1,0.4599273315053195,1896
PT,SERPINB6,0.4582761283451414,1897
PT,NUDT8,0.45827591556198155,1898
PT,CPQ,0.4582419293424195,1899
PT,RGN,0.45819797375735183,1900
PT,LYPLA1,0.45728912532247257,1901
PT,TTYH3,0.45718892362350916,1902
PT,SMIM14,0.45701111625609264,1903
PT,CPE,0.45696222766938965,1904
PT,GALK1,0.4567851300108735,1905
PT,TMEM14A,0.45578328138541313,1906
PT,COPB1,0.45577281233858774,1907
PT,HOGA1,0.4557075854554957,1908
PT,WDR13,0.4555490083391387,1909
PT,TRAPPC5,0.4549420554948461,1910
PT,KIF5B,0.4548229672988111,1911
PT,RRAS,0.45480669343675384,1912
PT,FKBP3,0.4545075611606179,1913
PT,IAH1,0.45418679314800525,1914
PT,COMMD4,0.45370628557860426,1915
PT,MRPS7,0.4536217812892922,1916
PT,OGDH,0.4533771160188459,1917
PT,FXR1,0.45313706442565715,1918
PT,AMACR,0.4526801289107674,1919
PT,SKAP2,0.45231366253320215,1920
PT,RPL26L1,0.452234301511616,1921
PT,GGACT,0.45153048701792853,1922
PT,POLE4,0.45148426167627675,1923
PT,PDK2,0.4513692276483303,1924
PT,PMVK,0.4510048441494956,1925
PT,RRAGA,0.45082651375982363,1926
PT,ACOX1,0.4506579046231107,1927
PT,POR,0.4505915191458994,1928
PT,CBX5,0.45032903950836056,1929
PT,KLF9,0.45018597594139237,1930
PT,EMC10,0.44931537296603824,1931
PT,RNF187,0.4492677350288072,1932
PT,ARL16,0.44915006788085793,1933
PT,IFT22,0.4489665054379943,1934
PT,UBXN6,0.4489196404441741,1935
PT,UBE2H,0.44881648976797195,1936
PT,TAX1BP3,0.44734178824519355,1937
PT,RAB18,0.44720053105446544,1938
PT,GALM,0.4471519502967374,1939
PT,MRPS25,0.44695089771921614,1940
PT,PJA2,0.44678020483504166,1941
PT,PDCD6IP,0.4465808558087423,1942
PT,ATP6V0E2,0.44605856747734773,1943
PT,TUSC3,0.44600414841307445,1944
PT,FIBP,0.44524303024565404,1945
PT,PIM3,0.4450499181665968,1946
PT,RALBP1,0.44482203490248123,1947
PT,CUX1,0.444090020976431,1948
PT,MRPL42,0.44393509375196893,1949
PT,RAB17,0.443827365289235,1950
PT,SETD3,0.44355743021110855,1951
PT,NCOA7,0.44286505532175874,1952
PT,ABCD3,0.44261353196215686,1953
PT,ERBB2,0.4424585431535274,1954
PT,PTER,0.44229055298054204,1955
PT,TMED5,0.44191877486453823,1956
PT,SCRN2,0.44181766415220486,1957
PT,AK3,0.44178758074984736,1958
PT,MXD4,0.4414202758507276,1959
PT,PSMC4,0.44119704708284224,1960
PT,CAPS,0.44083957124232664,1961
PT,ACTR10,0.44058996609540546,1962
PT,SELENOS,0.44038192777883517,1963
PT,GLG1,0.44031778271185823,1964
PT,PMEPA1,0.44027422500617097,1965
PT,XBP1,0.43999964679949766,1966
PT,ASRGL1,0.43975679602104517,1967
PT,MCUR1,0.4391136192027425,1968
PT,CRTAP,0.43876218678842166,1969
PT,G3BP2,0.43871653190978777,1970
PT,TBL1XR1,0.43768825878951695,1971
PT,AQP3,0.4375635502246228,1972
PT,AOX1,0.43732344484822605,1973
PT,ALDH8A1,0.43716442910253006,1974
PT,RAB11B,0.43659063648183727,1975
PT,IGFBP2,0.43656285981414633,1976
PT,LTB,0.43655049844890625,1977
PT,NUDT14,0.4363670490744035,1978
PT,COMMD1,0.43511875818961937,1979
PT,AIMP1,0.43497448124025795,1980
PT,SPNS2,0.43483566048321437,1981
PT,NPNT,0.4344698665639145,1982
PT,RAB5IF,0.43323987693015203,1983
PT,ARPC1A,0.4326210157863566,1984
PT,C5orf15,0.43253255534209306,1985
PT,CACYBP,0.43246962372716574,1986
PT,ALPK2,0.4324405899142897,1987
PT,TP53I3,0.43224951691953056,1988
PT,ITGA6,0.4311655236470414,1989
PT,RAB14,0.4310504289731586,1990
PT,MRPL18,0.4309937487436009,1991
PT,ATF4,0.430467414080508,1992
PT,TM7SF2,0.42988302280850965,1993
PT,YPEL5,0.42947079184049564,1994
PT,PAM,0.42938577107741993,1995
PT,SMIM32,0.42938174188238987,1996
PT,NFIC,0.42936178196439156,1997
PT,NDFIP2,0.4292010001026129,1998
PT,SERTAD4-AS1,0.42919933813239725,1999
PT,PATJ,0.42909692820463724,2000
PT,IFT43,0.4286164335629146,2001
PT,SNX2,0.4281621003267236,2002
PT,DAP,0.42810749715176066,2003
PT,CLINT1,0.4280539090194961,2004
PT,REG1B,0.42756602077585004,2005
PT,TRAPPC4,0.427509071468473,2006
PT,CCT7,0.4264317544718941,2007
PT,SSR1,0.42639998215734737,2008
PT,MRPL32,0.42630032635541404,2009
PT,EMC7,0.42628535690176145,2010
PT,GGT1,0.42606128646295677,2011
PT,SDF2L1,0.4260489949400357,2012
PT,THRAP3,0.425432771833659,2013
PT,OAT,0.4253209653060377,2014
PT,ADRM1,0.4248756265359198,2015
PT,C9orf3,0.42480656441253345,2016
PT,RAB1B,0.42474071218648046,2017
PT,SOCS3,0.4246880642168864,2018
PT,DARS,0.4244993477011675,2019
PT,HES1,0.42348643528088503,2020
PT,PGRMC2,0.4232385863297803,2021
PT,TFEC,0.42316365779880377,2022
PT,LAMTOR3,0.4227671693514284,2023
PT,SLC39A5,0.42175802566969767,2024
PT,LRP10,0.42164546235082434,2025
PT,MAF1,0.42162214342957005,2026
PT,PRMT1,0.4215846072221908,2027
PT,IGF1R,0.42143074830437666,2028
PT,SGCB,0.4213049905221842,2029
PT,LEPROTL1,0.42095506640602376,2030
PT,NPTN,0.42069467009643313,2031
PT,POLR2H,0.4206659087866238,2032
PT,MARCH6,0.42011092029520525,2033
PT,MFSD10,0.41983115123668924,2034
PT,ID2,0.4195276302746314,2035
PT,TRIM44,0.41934532248590733,2036
PT,SVIP,0.41892109959032214,2037
PT,PAWR,0.4188657156370469,2038
PT,GLOD4,0.41857865904018604,2039
PT,LARS,0.41753207737392656,2040
PT,LAMB2,0.41744830779448217,2041
PT,IPO7,0.4169636257416208,2042
PT,DCTN2,0.41692682417464466,2043
PT,RNF186,0.4166069673952745,2044
PT,RBBP4,0.41657694976681303,2045
PT,PTBP3,0.41656424591230784,2046
