cell_type,gene,class,importance,n_cells_used_for_importance,mean_expr_AKI,mean_expr_CKD,mean_expr_Ref,target_minus_others_mean,abs_target_minus_others_mean,combined_score
CNT,MT-ND3,AKI,0.064779304,400,155.069,143.68445,378.91232,-106.22938537597656,106.22938537597656,6.881465645599178
CNT,SPP1,AKI,0.09789848,400,50.98113,6.8517604,2.0270386,46.54172921180725,46.54172921180725,4.556364698895322
CNT,WFDC2,AKI,0.06876719,400,58.799313,13.060884,11.743981,46.39687967300415,46.39687967300415,3.1905830389319476
CNT,MT-CO3,AKI,0.047329612,400,127.72961,117.22193,254.57901,-58.17086410522461,58.17086410522461,2.753204432242427
CNT,MT-CO2,AKI,0.02595034,400,206.34117,157.93466,425.87363,-85.56297302246094,85.56297302246094,2.220388288755686
CNT,MT-CYB,AKI,0.047511052,400,64.252464,50.88505,155.98792,-39.18401908874512,39.18401908874512,1.8616739818274723
CNT,MT-ND1,AKI,0.07340252,400,34.435688,30.528896,82.74805,-22.202783584594727,22.202783584594727,1.6297401893880732
CNT,MT-ND4L,AKI,0.099280365,400,19.646067,28.157045,42.28997,-15.577441215515137,15.577441215515137,1.5465340467047994
CNT,MT-ND2,AKI,0.050584152,400,44.46819,39.16467,100.735725,-25.48200798034668,25.48200798034668,1.288985773629605
CNT,ATP1B1,AKI,0.06517755,400,17.333574,24.892464,42.848297,-16.536806106567383,16.536806106567383,1.0778285465728317
CNT,MT-ND5,AKI,0.07395015,400,17.030441,20.53457,37.267086,-11.870387077331543,11.870387077331543,0.8778168944677347
CNT,MT-CO1,AKI,0.0070872335,400,234.41788,188.85081,443.20648,-81.61077117919922,81.61077117919922,0.5783945895312073
CNT,FXYD2,AKI,0.025688296,400,9.800578,20.373743,40.59741,-20.68499755859375,20.68499755859375,0.5313623438493096
CNT,CALB1,AKI,0.03281987,400,10.369514,16.528723,30.800951,-13.29532241821289,13.29532241821289,0.4363507647996272
CNT,S100A6,AKI,0.031704243,400,45.286823,18.130955,45.550453,13.44611930847168,13.44611930847168,0.42629903762742316
