cell_type,gene,class,importance,n_cells_used_for_importance,mean_expr_AKI,mean_expr_CKD,mean_expr_Ref,target_minus_others_mean,abs_target_minus_others_mean,combined_score
TAL,MT-ND3,AKI,0.06472296,400,149.01422,200.603,460.1068,-181.34068298339844,181.34068298339844,11.73690625664301
TAL,MT-CYB,AKI,0.07540491,400,48.481354,71.38366,174.13268,-74.27681350708008,74.27681350708008,5.600836603474477
TAL,MT-CO1,AKI,0.03964816,400,161.71997,199.20523,364.8256,-120.29544067382812,120.29544067382812,4.769492919814638
TAL,MT-ND1,AKI,0.07487617,400,30.224962,52.358826,123.56832,-57.73861122131348,57.73861122131348,4.323245889234059
TAL,MT-ND2,AKI,0.058777735,400,43.0764,68.80236,147.91516,-65.2823600769043,65.2823600769043,3.8371492370943656
TAL,MT-CO3,AKI,0.04189553,400,119.8341,140.00833,277.27563,-88.8078842163086,88.8078842163086,3.7206534767006474
TAL,MT-ATP6,AKI,0.021414768,400,90.88412,103.325615,215.11244,-68.33491134643555,68.33491134643555,1.4633762694205785
TAL,SPP1,AKI,0.038416486,400,52.633526,22.139408,8.511196,37.308223724365234,37.308223724365234,1.4332508631024012
TAL,MT-CO2,AKI,0.011019681,400,148.85384,169.26526,387.47375,-129.5156707763672,129.5156707763672,1.4272213310020447
TAL,MALAT1,AKI,0.011343808,400,105.56132,145.84505,303.92023,-119.32131958007812,119.32131958007812,1.3535581292854033
TAL,WFDC2,AKI,0.04703171,400,44.680744,27.790377,4.573959,28.498576402664185,28.498576402664185,1.340336831709485
TAL,MT-ND4L,AKI,0.06635624,400,22.30268,38.336414,40.56809,-17.149572372436523,17.149572372436523,1.1379811694490627
TAL,MT-ND5,AKI,0.060271353,400,16.508871,25.99182,39.118935,-16.04650592803955,16.04650592803955,0.9671446156559966
TAL,DEFB1,AKI,0.016189413,400,37.598392,48.6315,98.099556,-35.76713562011719,35.76713562011719,0.5790489355739226
TAL,KNG1,AKI,0.06135429,400,4.641812,7.605126,18.433886,-8.377693891525269,8.377693891525269,0.5140074663659755
TAL,UMOD,AKI,0.007978633,400,66.45759,72.74139,186.17548,-63.0008430480957,63.0008430480957,0.502660608278859
TAL,ATP1A1,AKI,0.045320664,400,9.785607,11.551861,25.044796,-8.512721061706543,8.512721061706543,0.38580216756811225
TAL,FXYD2,AKI,0.028270986,400,17.12887,31.709105,20.477877,-8.964620590209961,8.964620590209961,0.2534386625839957
TAL,S100A6,AKI,0.01993954,400,28.99345,35.637547,46.866333,-12.258489608764648,12.258489608764648,0.244428643330469
TAL,ADIRF,AKI,0.05144593,400,0.9621167,3.9711492,6.950722,-4.49881899356842,4.49881899356842,0.23144593240733613
TAL,SLC12A1,AKI,0.01715394,400,17.958662,22.89719,38.92685,-12.953357696533203,12.953357696533203,0.22220111077967175
TAL,MT-ND4,AKI,0.0034450903,400,94.746284,112.19619,184.295,-53.49930953979492,53.49930953979492,0.18430995023135388
TAL,FTL,AKI,0.025615627,400,7.423505,9.513036,18.91413,-6.7900776863098145,6.7900776863098145,0.17393209694749334
TAL,XIST,AKI,0.12420977,400,0.39970985,1.7322413,1.7213162,-1.3270688951015472,1.3270688951015472,0.16483492100074026
TAL,RPL41,AKI,0.016664712,400,18.444908,21.189842,33.761955,-9.030990600585938,9.030990600585938,0.15049885525243667
TAL,ATP1B1,AKI,0.010809644,400,14.744861,16.85116,40.473694,-13.917566299438477,13.917566299438477,0.15044393878861761
TAL,RPS28,AKI,0.02388758,400,10.455376,11.677737,21.22203,-5.994508266448975,5.994508266448975,0.1431942973378364
TAL,RPS29,AKI,0.04202298,400,3.2916422,4.419248,8.902778,-3.369370698928833,3.369370698928833,0.14159100001937652
TAL,CYSTM1,AKI,0.042574767,400,2.1075664,3.3718746,7.48883,-3.322785973548889,3.322785973548889,0.141466838692216
TAL,CKB,AKI,0.029562958,400,3.0618248,3.6550806,11.639324,-4.58537757396698,4.58537757396698,0.13555732272974463
TAL,GNAS,AKI,0.03243409,400,2.4836607,3.8889086,8.6922035,-3.80689537525177,3.80689537525177,0.12347319092159914
TAL,CYB5A,AKI,0.03760989,400,2.1023364,3.2524447,7.281091,-3.164431571960449,3.164431571960449,0.11901392366097241
TAL,RPS4X,AKI,0.026132805,400,6.901565,9.371088,13.277159,-4.422558307647705,4.422558307647705,0.11557385506196649
TAL,JUND,AKI,0.03849567,400,1.1116155,1.6603471,6.4400496,-2.9385828375816345,2.9385828375816345,0.11312271813371066
TAL,JUN,AKI,0.032769397,400,0.43018892,0.8532442,5.8401327,-2.916499525308609,2.916499525308609,0.09557193050679702
TAL,MIF,AKI,0.044971637,400,1.6228223,3.5361085,3.7483342,-2.019399046897888,2.019399046897888,0.09081568175915056
TAL,ACTB,AKI,0.021206658,400,5.933598,5.140149,14.99879,-4.135871410369873,4.135871410369873,0.08770801191116995
TAL,ATP5ME,AKI,0.045663506,400,1.9106965,2.6725073,4.9595933,-1.9053537845611572,1.9053537845611572,0.08700513357829465
TAL,EGF,AKI,0.03992745,400,0.6518369,1.2152079,4.318982,-2.1152581572532654,2.1152581572532654,0.08445686235921657
TAL,MT-ATP8,AKI,0.043375924,400,2.2038026,2.966933,5.2301164,-1.8947221040725708,1.8947221040725708,0.08218532242244159
TAL,PDK4,AKI,0.02658303,400,0.13168274,0.19994277,6.2390227,-3.08780001103878,3.08780001103878,0.08208308285910948
TAL,ITGB6,AKI,0.049545895,400,2.3895028,1.1131818,0.4112996,1.6272620558738708,1.6272620558738708,0.08062415545942447
TAL,SERPINA5,AKI,0.032627426,400,0.69502646,1.4264181,4.794688,-2.4155266880989075,2.4155266880989075,0.0788124184791914
TAL,EEF1A1,AKI,0.00671073,400,17.339388,20.562044,37.171925,-11.527596473693848,11.527596473693848,0.07735858779985305
TAL,PEBP1,AKI,0.013196092,400,3.6918364,6.2803755,12.786715,-5.841708660125732,5.841708660125732,0.0770877254942608
TAL,EGR1,AKI,0.036940116,400,0.17211208,0.36143452,3.9456673,-1.9814388155937195,1.9814388155937195,0.07319458055743389
TAL,IER2,AKI,0.03221678,400,0.6519676,1.3112881,4.5339236,-2.2706382870674133,2.2706382870674133,0.07315265389898107
TAL,ZFAND5,AKI,0.030522766,400,0.51072574,0.44926208,5.365048,-2.396429270505905,2.396429270505905,0.07314564888083769
TAL,RPL26,AKI,0.015794033,400,7.140856,8.915625,14.503307,-4.568610191345215,4.568610191345215,0.07215678096982536
TAL,CA12,AKI,0.018028755,400,1.845153,3.3056834,7.4566503,-3.5360138416290283,3.5360138416290283,0.06374992631134635
TAL,CEBPD,AKI,0.02938544,400,0.7437969,0.5679481,5.168171,-2.1242626309394836,2.1242626309394836,0.062422392195232046
TAL,NDUFA4,AKI,0.029388227,400,7.9575276,7.746565,12.357271,-2.094390392303467,2.094390392303467,0.06155041937232042
