latent_1,latent_2,latent_3,latent_4,latent_5,latent_6,latent_7,latent_8,latent_9,latent_10,latent_11,latent_12,latent_13,latent_14,latent_15,latent_16,latent_17,latent_18,latent_19,latent_20,latent_21,latent_22,latent_23,latent_24,latent_25,latent_26,latent_27,latent_28,latent_29,latent_30,latent_31,latent_32,cell_type,condition
0.18157938,-0.8395246,0.50217885,-0.4401462,1.4078087,0.9723416,1.1124464,-1.3991493,-0.54031104,-0.9505952,0.27998942,-0.01264099,0.85615313,-0.43904507,0.26840165,-0.23185459,0.97524136,-0.116954416,-0.47768545,-1.3725843,-0.13628678,-0.39765936,-0.7775499,0.9100565,-1.2486523,-0.8693282,0.473556,0.33614728,-0.3349294,-0.020001821,1.0148039,-1.7444854,CNT,CKD
0.17296436,-2.1951413,1.5872954,0.2155511,1.6213304,1.2564495,1.2245661,-1.2842032,0.56379634,-1.7737658,0.7974543,0.88764083,2.0768418,-1.7568885,-0.98936266,0.009936616,1.2193493,1.1661636,0.8217294,-2.4377422,2.36167,-0.8838914,-2.2138844,1.2293755,-1.075715,-1.3927937,0.5349808,2.252406,-0.98039585,-0.7379875,1.3338696,-3.143097,CNT,CKD
0.9982876,2.2205117,-2.7440598,-4.6305523,1.9330764,2.2271197,2.4868472,-3.8328478,-3.0650473,0.045348197,1.1177633,-2.111744,-1.1760794,2.6506617,3.362699,-1.2168392,3.1743956,-2.7929258,-3.1349754,-0.39794567,-4.7868567,-0.56094563,2.2100487,3.1940777,-4.09378,-1.4571391,1.9513857,-2.916113,-1.5514387,0.8425841,0.21969496,-2.390246,CNT,AKI
0.017174222,0.3618575,-0.54243594,-1.6112202,-0.15388548,0.07336902,-0.28962702,-0.67523,0.29148304,-0.53459334,0.95981544,0.20015736,-0.518952,0.95832,0.3811863,-0.24948847,0.46903095,-0.16789043,-0.14475033,-0.29805797,0.90990734,-1.0625722,-0.33115485,0.8091815,-0.99521637,-0.4881083,-0.027226165,-0.05326905,-1.1629118,-1.0329716,-0.53583175,-1.1131104,CNT,CKD
0.6124132,0.15417823,-0.29005307,-1.7440064,1.179901,1.0644398,1.2931075,-1.99401,-1.0459844,-0.44499332,0.5181314,-0.6886706,0.14308879,0.51516247,1.0489942,-0.68207294,1.3491559,-0.833252,-1.4402344,-0.6395977,-1.5129681,-0.44362098,0.010664433,1.3045931,-1.9929304,-0.90448403,0.8876322,-0.56912196,-0.7490189,0.1200941,0.6948943,-1.3096141,CNT,CKD
0.53039616,-2.6694648,2.3609302,-0.21807565,1.8024966,1.3632972,1.5403137,-1.5714774,1.05849,-2.2955437,1.1077173,1.2601074,2.544281,-2.5385454,-1.2685577,-0.3812843,1.5738686,1.969604,1.1587836,-2.8158495,3.5053344,-1.197236,-3.0267367,1.9379951,-1.1669819,-1.8980628,0.67687947,3.209526,-1.367708,-0.998196,1.4407084,-3.8135772,CNT,CKD
0.31755817,1.1283096,-1.8623265,-3.0278285,1.3448453,1.5012585,1.4892576,-2.9846892,-2.139137,-0.033268556,0.8253809,-1.6771663,-0.6041405,1.7037083,2.275541,-0.74959433,2.254507,-2.2066963,-2.3290863,-0.3410543,-3.88983,-0.287988,0.67048544,2.067255,-3.4004087,-1.2298332,1.6741375,-1.9530656,-1.267706,0.26240608,0.60097694,-1.4206856,CNT,AKI
0.14124778,-0.21779826,0.7007501,-0.86299556,-0.38532656,1.3031405,-0.27308932,0.6022662,1.6398013,-1.4319088,1.0821095,0.8407635,0.39971894,-0.1619864,-1.8819883,0.12128718,0.0393681,0.377025,1.877801,-1.5574214,4.31466,-3.2089634,-0.7453234,0.72421527,0.7690755,-0.6333466,0.009746026,2.1287036,-2.507614,-1.6003994,-1.1297281,-1.7881482,CNT,CKD
2.5012362,-0.09141138,1.6239815,-2.9796655,0.26560467,1.0220932,1.6696061,-0.47406185,2.3670576,-2.3567162,2.6903424,1.5633863,1.3551307,-1.2919266,0.030775003,-1.7773615,2.594909,2.9643636,0.712018,-2.249589,5.236223,-3.8531854,-1.5847198,3.2351828,-0.50646675,-1.428568,0.42884248,2.1870058,-2.983785,-2.2133546,-0.47364894,-3.6033773,CNT,CKD
0.92087543,0.057718776,-0.43553615,-2.2831192,2.5732174,2.0053587,2.3594713,-3.4227731,-2.245606,-0.68068326,0.4797591,-1.1789161,0.49586886,0.90807366,2.2383075,-1.061445,2.3129222,-1.9186356,-2.376188,-1.3138639,-3.4027119,-0.28061938,0.50761837,1.885454,-3.5550413,-1.2894433,1.3923479,-1.5917323,-0.6268916,0.5702768,1.5818864,-2.0533645,CNT,AKI
2.2689338,1.597691,-1.0733445,-3.3914557,1.5021272,2.3974082,2.6154497,-2.3447788,-2.7485244,-0.8631076,1.0348082,-1.08793,-0.57600117,1.0246055,1.7214545,-1.3142867,2.9874625,0.06772312,-2.5502818,-1.9550521,-2.2224221,-1.35243,1.2987456,3.4699864,-1.7544905,-0.15256828,1.8180844,-1.0419991,-1.3438271,1.772,0.46685734,-3.0259244,CNT,AKI
0.3342591,0.31313324,-0.422477,-2.157636,0.5326754,0.413199,0.462542,-1.5038646,-0.11173624,-0.30021453,0.98494416,0.117693275,-0.48546523,1.2198747,0.9896183,-0.7893593,0.9263328,-0.63102037,-0.59688985,-0.2560596,0.103969276,-0.6844417,0.40930724,1.4566774,-1.4644955,-0.95461035,0.10748908,-0.5302401,-1.2002444,-0.740839,-0.33452442,-1.4380548,CNT,AKI
0.44388968,-1.5306567,1.3879933,-0.4348427,1.9288865,1.1473563,1.5259095,-1.8924553,-0.02793474,-1.4007941,0.817582,0.4476475,1.5024964,-1.1228023,0.018320478,-0.5256524,1.5418609,0.548672,-0.20721546,-1.8461013,0.834274,-0.6290867,-1.5334656,1.5469016,-1.6505979,-1.7185937,0.7572858,1.1744616,-0.75054747,-0.4820153,1.5323768,-2.657139,CNT,CKD
1.2508268,-1.9961832,2.2773442,-0.96205044,1.8346921,1.1307493,1.6996255,-1.824351,1.0010847,-1.9368907,1.4109318,1.0872521,2.0615063,-1.9027343,-0.32778206,-1.0118712,2.0379713,1.6681563,0.21899271,-2.0445075,2.5608425,-1.453773,-2.4691246,2.279352,-1.6628869,-2.2085884,0.77915597,2.0749009,-1.3110809,-1.1060116,1.332858,-3.1357632,CNT,CKD
-3.19459,2.9066653,-3.152296,-0.060355384,-4.6591277,3.9494565,-3.470018,3.3682752,-2.4252234,-2.1110108,0.29272157,-2.7720845,-3.15076,2.3034434,-5.067905,4.5625954,-3.174201,-3.3549962,3.1714778,-2.7415695,4.097185,-4.6032567,-0.7261041,-3.179057,4.915671,2.7888198,-0.96559733,1.4114159,-2.7947395,1.1088573,-4.32185,-1.0408792,CNT,Ref
-0.24844985,1.9213102,-1.5533524,-3.194023,-1.6948147,0.15557759,-1.6877009,0.21218245,1.4162122,-1.5190318,3.0429435,1.1888775,-1.9617687,2.856232,-0.01605741,-0.102183394,0.4285716,-0.2176859,1.3322005,-1.2223153,4.8575125,-4.573906,0.40232795,1.9687811,-0.09915958,-0.82542944,-1.1921227,0.29777676,-3.6503806,-3.2200391,-3.5074048,-1.9420372,CNT,Ref
0.5734202,-2.641128,2.4209938,-0.13429873,1.9885138,1.3654736,1.5812144,-1.5596414,1.0287197,-2.2482152,1.09022,1.1888841,2.5702803,-2.5534592,-1.1091398,-0.51046854,1.5440615,1.9030393,1.0185969,-2.7975302,3.2287068,-1.1147641,-2.800203,1.9394294,-1.1036975,-1.8311219,0.71567786,3.173101,-1.2930955,-0.9666663,1.4480333,-3.8157904,CNT,CKD
