cell_type,class,gene,combined_score,importance,target_minus_others_mean,abs_target_minus_others_mean,mean_expr_AKI,mean_expr_CKD,mean_expr_Ref
CNT,Ref,CA2,0.08849198213932874,0.014855492,5.956853032112122,5.956853032112122,2.3989906,3.261997,8.787347
CNT,Ref,RHOBTB3,0.08827896726765516,0.07534144,1.1717185974121094,1.1717185974121094,0.92950606,0.8390405,2.055992
CNT,Ref,RANBP2,0.08735024737113778,0.050953146,1.7143249064683914,1.7143249064683914,0.60262114,0.35599855,2.1936347
CNT,Ref,RPL3,0.08665991400784545,0.015818689,5.47832465171814,5.47832465171814,11.282034,6.344792,14.291738
CNT,Ref,AIF1L,0.08453950865175353,0.042353295,1.9960550665855408,1.9960550665855408,2.4192817,1.66266,4.037026
CNT,Ref,NDUFB7,0.08407119293491405,0.03523732,2.3858566284179688,2.3858566284179688,2.9666383,2.0694706,4.903911
CNT,Ref,COX6C,0.08357005545893414,0.013758107,6.074240803718567,6.074240803718567,4.5639143,3.706004,10.2092
CNT,Ref,RPS12,0.0835376534553145,0.016038837,5.208460807800293,5.208460807800293,21.069883,9.784851,20.635828
CNT,Ref,AMD1,0.08342425535781572,0.058357567,1.42953622341156,1.42953622341156,0.66905475,0.5328789,2.030503
CNT,Ref,PFDN5,0.08265195416254478,0.03187366,2.5931116342544556,2.5931116342544556,4.6162376,2.897866,6.3501635
CNT,Ref,B2M,0.08175659097428412,0.021334557,-3.832120418548584,3.832120418548584,18.464294,8.8544855,9.82727
CNT,Ref,FTL,0.08146651432668861,0.011824645,6.889552593231201,6.889552593231201,10.88728,8.027565,16.346975
CNT,Ref,HSPA5,0.0797064782407726,0.0331258,2.4061752557754517,2.4061752557754517,2.2077432,0.8318956,3.9259946
CNT,Ref,RPL38,0.07884754115889114,0.035969537,2.19206440448761,2.19206440448761,3.9900432,2.2386038,5.306388
CNT,Ref,PNP,0.07820213501569945,0.044490304,1.7577343434095383,1.7577343434095383,0.4129212,0.3865544,2.1574721
CNT,Ref,SMIM5,0.07759093749960133,0.026097452,2.973123073577881,2.973123073577881,0.5789181,0.7877544,3.6564593
CNT,Ref,RPL26,0.0770501725735766,0.01744078,4.417817115783691,4.417817115783691,12.443477,6.6543684,13.96674
CNT,Ref,HES4,0.07697110745394328,0.032551277,2.3646109625697136,2.3646109625697136,0.7503693,0.18642439,2.8330078
CNT,Ref,ATP5G2,0.07655571610307273,0.031114914,2.4604187328368425,2.4604187328368425,0.04758286,0.9385516,2.953486
CNT,Ref,ATP5C1,0.0748298851407024,0.046025228,1.6258449722081423,1.6258449722081423,0.018656876,0.44815713,1.859252
CNT,Ref,7SK.2,0.07383872696833466,0.1516794,0.48680788959609345,0.48680788959609345,0.00063157117,0.014977739,0.49461254
CNT,Ref,RPL27A,0.07244712748450355,0.04995079,1.4503700137138367,1.4503700137138367,3.074984,1.7133447,3.8445344
CNT,Ref,RPS27,0.07208846238161981,0.010935563,6.59211277961731,6.59211277961731,11.819997,7.7941937,16.399208
CNT,Ref,IDI1,0.07201252473402628,0.04725257,1.5239917263388634,1.5239917263388634,0.27162498,0.14806129,1.7338349
CNT,Ref,UQCRH,0.07194413729529447,0.015274145,4.7101908922195435,4.7101908922195435,4.8105216,3.0009787,8.615941
CNT,Ref,NDUFC1,0.07179098979496867,0.025996186,2.7615970373153687,2.7615970373153687,2.634108,1.8779304,5.0176163
CNT,Ref,NDUFA1,0.07163169194496,0.015538868,4.609839916229248,4.609839916229248,3.74966,2.7124572,7.8408985
CNT,Ref,HIST1H4C,0.07153665958590794,0.049556363,1.4435413479804993,1.4435413479804993,0.654409,0.6534274,2.0974596
CNT,Ref,RPS15A,0.07055413815426403,0.025995458,2.714094877243042,2.714094877243042,9.073648,4.960791,9.731315
CNT,Ref,SEPW1,0.07031638513991058,0.058683172,1.1982376361265779,1.1982376361265779,0.019385679,0.37660617,1.3962336
CNT,Ref,H3F3B,0.07023634248216726,0.0106810955,6.575762033462524,6.575762033462524,5.325894,2.5509653,10.514192
CNT,Ref,BTG3,0.06971669338418895,0.054278173,1.2844333201646805,1.2844333201646805,0.37826186,0.3488746,1.6480016
CNT,Ref,ATP6V0E1,0.06964046725268602,0.035629228,1.9545881748199463,1.9545881748199463,4.1120853,2.7026725,5.361967
CNT,Ref,COMMD6,0.06951158399730706,0.034861106,1.993958055973053,1.993958055973053,2.7972586,1.8306414,4.307908
CNT,Ref,MYL6,0.06874330859505617,0.021684645,3.170137643814087,3.170137643814087,9.803908,4.2142396,10.179212
CNT,Ref,KLF10,0.06871879847937981,0.06323735,1.0866806097328663,1.0866806097328663,0.1497818,0.12401461,1.2235788
CNT,Ref,RPS4X,0.06820095162670281,0.0105512105,6.46380352973938,6.46380352973938,12.265206,7.076321,16.134567
CNT,Ref,DSTN,0.06808557386900516,0.038436126,1.7713953256607056,1.7713953256607056,3.788762,2.481529,4.906541
CNT,Ref,RHCG,0.06794437563758238,0.011856846,5.730392217636108,5.730392217636108,1.1229184,2.9274065,7.7555547
CNT,Ref,RP11-332H18.4,0.06764156831139928,0.09139246,0.7401219988241792,0.7401219988241792,0.0036964398,0.1451091,0.81452477
CNT,Ref,YWHAZ,0.06741897556695786,0.06818675,0.988740086555481,0.988740086555481,1.5943006,0.7309116,2.1513462
CNT,Ref,ATP5E,0.06727882382079528,0.01846648,3.643294420093298,3.643294420093298,0.09182877,1.6242756,4.5013466
CNT,Ref,COX7A1,0.0672139057919956,0.04325663,1.5538405776023865,1.5538405776023865,1.1104339,0.87748027,2.5477977
CNT,Ref,PTMA,0.06708059921610854,0.015191356,4.415708541870117,4.415708541870117,13.468531,6.563698,14.431823
CNT,Ref,RPL18A,0.06632307999472786,0.04153856,1.596662998199463,1.596662998199463,9.017892,4.159277,8.185247
CNT,Ref,NDUFB11,0.06631492737645961,0.029509747,2.2472211122512817,2.2472211122512817,2.5153608,1.9365613,4.473182
CNT,Ref,NACA,0.06534015621060241,0.019535722,3.344650149345398,3.344650149345398,4.9421706,2.864371,7.247921
CNT,Ref,RPL22,0.0652572810666241,0.02631768,2.4795985221862793,2.4795985221862793,5.1248355,2.6325088,6.3582706
CNT,Ref,UQCRQ,0.06509796976393933,0.017828265,3.6513911485671997,3.6513911485671997,4.578625,2.9531567,7.417282
CNT,Ref,RPS28,0.06505424923930292,0.006735706,9.658119201660156,9.658119201660156,15.029628,9.480397,21.913132
CNT,Ref,FTH1,0.06458329834884646,0.007658296,8.43311619758606,8.43311619758606,14.279138,7.5600324,19.352701
CNT,Ref,RPS18,0.0645735752604697,0.011679986,5.528566360473633,5.528566360473633,17.523647,8.673695,18.627237
CNT,Ref,ATP5D,0.06451901225939649,0.018471982,3.492803918197751,3.492803918197751,0.03285637,1.055415,4.0369396
CNT,Ref,RPL34,0.06412107625497487,0.00893035,7.180130481719971,7.180130481719971,13.923182,7.983983,18.133713
CNT,Ref,NFE2L2,0.06349188467621136,0.016081057,3.948240637779236,3.948240637779236,2.0410995,2.3102696,6.123925
CNT,Ref,MAP2K3,0.0631194861694706,0.09669727,0.6527535431087017,0.6527535431087017,0.17087157,0.08774092,0.7820598
CNT,Ref,NDUFA2,0.06310944662790696,0.03846845,1.6405507922172546,1.6405507922172546,2.035055,1.3430318,3.3295941
CNT,Ref,S100A11,0.06307554872574439,0.024265971,-2.599341630935669,2.599341630935669,18.267475,6.077084,9.572938
CNT,Ref,CLCNKB,0.062474827090440055,0.049879603,1.252512514591217,1.252512514591217,0.92507374,1.5421298,2.4861143
CNT,Ref,CAMK2N1,0.06174750680252317,0.02066298,2.9883156418800354,2.9883156418800354,1.9854356,2.080342,5.0212045
CNT,Ref,NDUFA4,0.0617417252502489,0.0062783468,9.834073781967163,9.834073781967163,10.419043,7.4168687,18.75203
CNT,Ref,UBC,0.06171337362652207,0.011024972,5.597598910331726,5.597598910331726,3.0990517,1.7625856,8.028418
CNT,Ref,ATP1A1,0.06152585417834189,0.033957377,1.8118553161621094,1.8118553161621094,8.498809,3.734332,7.928426
CNT,Ref,SERTAD1,0.06110185612915604,0.028576525,2.138183571398258,2.138183571398258,0.24923033,0.13050185,2.3280497
CNT,Ref,NAB2,0.06107708668267425,0.08563547,0.7132218442857265,0.7132218442857265,0.0594359,0.020481657,0.7531806
CNT,Ref,RPS27A,0.060986016996799286,0.00864593,7.053725242614746,7.053725242614746,13.350743,7.394128,17.42616
CNT,Ref,HMGCR,0.06073723597413627,0.07298598,0.8321767896413803,0.8321767896413803,0.2917483,0.18563083,1.0708663
CNT,Ref,SEPP1,0.060646688247956965,0.05359784,1.1315136328339577,1.1315136328339577,0.014969066,0.42340443,1.3507004
CNT,Ref,IFITM3,0.06061119463217901,0.045781445,-1.3239248991012573,1.3239248991012573,4.012028,1.2105575,1.2873679
CNT,Ref,ENO1,0.060395419258568284,0.029205924,2.067916750907898,2.067916750907898,4.215629,2.2421072,5.296785
CNT,Ref,NDRG1,0.0603928143719874,0.031255078,1.9322561025619507,1.9322561025619507,1.0974236,1.224426,3.093181
CNT,Ref,IGFBP3,0.06019040995860986,0.04317532,1.394092932343483,1.394092932343483,0.3887972,0.5971125,1.8870478
CNT,Ref,SMIM6,0.059818363447852824,0.043848056,1.3642192706465721,1.3642192706465721,0.23992611,0.25393325,1.611149
CNT,Ref,SEC61G,0.05951687507110082,0.030626321,1.943324327468872,1.943324327468872,3.1029341,2.1577256,4.573654
CNT,Ref,MINOS1,0.059193425521787524,0.018135602,3.2639350295066833,3.2639350295066833,2.87827,1.8615354,5.6338377
CNT,Ref,GABARAPL2,0.05917199001044349,0.03553428,1.6652085781097412,1.6652085781097412,1.5967989,1.2606492,3.0939326
CNT,Ref,UQCR10,0.05870160319461082,0.019368911,3.030712604522705,3.030712604522705,4.4750032,3.1195135,6.827971
CNT,Ref,SRSF2,0.05867537211399987,0.053740535,1.0918270945549011,1.0918270945549011,0.77685976,0.53864896,1.7495815
CNT,Ref,RPL14,0.05834730320620629,0.018947573,3.0794076919555664,3.0794076919555664,6.925731,3.5433183,8.313932
CNT,Ref,ITM2B,0.05763817151994388,0.024589425,2.344022750854492,2.344022750854492,17.586975,10.879913,16.577467
CNT,Ref,PRDX5,0.0569998493249364,0.02172151,2.624119997024536,2.624119997024536,3.772309,2.320852,5.6707006
CNT,Ref,BHLHE40,0.056375675796912494,0.04837198,1.1654613614082336,1.1654613614082336,0.52992934,0.27192897,1.5663905
CNT,Ref,GAPDH,0.05606991033283748,0.015288651,3.6674203872680664,3.6674203872680664,10.238568,4.7659407,11.169675
CNT,Ref,NDUFB9,0.055718878612274314,0.028818661,1.9334304928779602,1.9334304928779602,2.1019983,1.4927882,3.7308238
CNT,Ref,POLR2L,0.05535901803280363,0.023994993,2.3071070313453674,2.3071070313453674,2.681558,1.9624926,4.6291323
CNT,Ref,RPL35,0.05517213072121052,0.014900139,3.7027931213378906,3.7027931213378906,7.990994,4.3631663,9.879873
CNT,Ref,RPL10,0.05496352886493927,0.009145027,6.010209560394287,6.010209560394287,16.556713,8.62016,18.598646
CNT,Ref,ZFAND5,0.054511752923807055,0.059428737,0.9172625243663788,0.9172625243663788,1.008477,0.368743,1.6058725
CNT,Ref,TCEB2,0.05434578160722332,0.02261569,2.403012339025736,2.403012339025736,0.034847967,0.91070807,2.8757904
DCT,AKI,MT-ND3,7.917972816244401,0.06477497,-122.2381591796875,122.2381591796875,189.78166,150.70975,473.3299
DCT,AKI,SPP1,4.655033952680149,0.08166062,57.00463581085205,57.00463581085205,96.592094,29.662405,49.512512
DCT,AKI,DEFB1,2.2855545553342296,0.037712652,-60.60445022583008,60.60445022583008,73.634705,67.74938,200.72893
DCT,AKI,MT-ND2,1.4610468468438853,0.032642074,-44.759620666503906,44.759620666503906,57.121506,45.923218,157.83904
DCT,AKI,MT-ND4L,1.3877118697730495,0.12135563,-11.435084342956543,11.435084342956543,22.403568,28.033514,39.64379
DCT,AKI,MT-CYB,1.3292512451857377,0.04153746,-32.001264572143555,32.001264572143555,81.541626,50.362713,176.72307
DCT,AKI,MT-CO3,1.289802908272776,0.029222582,-44.13719940185547,44.13719940185547,182.49068,125.15074,328.105
DCT,AKI,IGFBP7,1.2701879417522637,0.06111962,20.782000064849854,20.782000064849854,38.77157,13.097249,22.881887
DCT,AKI,FXYD2,1.2009657757205439,0.06171746,-19.459092140197754,19.459092140197754,32.332474,31.163492,72.41964
DCT,AKI,MT-CO1,1.006578715144002,0.023149168,-43.48228454589844,43.48228454589844,305.42166,189.436,508.3719
DCT,AKI,MT-ND5,0.8735826223135064,0.069294326,-12.606842041015625,12.606842041015625,22.590296,22.450237,47.94404
DCT,AKI,MT-CO2,0.8672858910212256,0.016486537,-52.60570526123047,52.60570526123047,238.21295,149.21342,432.4239
DCT,AKI,MALAT1,0.6457479321596509,0.011862002,-54.438358306884766,54.438358306884766,164.33507,107.60673,329.94012
DCT,AKI,KNG1,0.607860482512379,0.07460348,-8.147883415222168,8.147883415222168,6.6090655,7.6297445,21.884153
DCT,AKI,WFDC2,0.37330452404876063,0.024878746,15.004957467317581,15.004957467317581,17.602163,4.391196,0.8032159
DCT,AKI,ATP1B1,0.31663858097036623,0.04785109,-6.617165565490723,6.617165565490723,25.949978,22.088305,43.045982
DCT,AKI,CD24,0.31527054400534116,0.039323222,8.017413854598999,8.017413854598999,10.643838,2.54297,2.7098782
DCT,AKI,MT-ATP6,0.26258163256507316,0.013694737,-19.173908233642578,19.173908233642578,140.83736,88.689964,231.33257
DCT,AKI,MT-ND1,0.2527390261064433,0.0058755116,-43.015663146972656,43.015663146972656,52.898746,37.658318,154.1705
DCT,AKI,EGF,0.23951283539321455,0.07370149,-3.24976909160614,3.24976909160614,0.77759314,1.7661703,6.288554
DCT,AKI,MT-ATP8,0.23531837697249447,0.085238196,-2.760715126991272,2.760715126991272,1.9402864,2.831473,6.57053
DCT,AKI,SAT1,0.22928912590932704,0.04807575,4.769330143928528,4.769330143928528,11.532022,3.8899934,9.635391
DCT,AKI,ITGB6,0.22000968573005084,0.09004661,2.443286795169115,2.443286795169115,2.6091568,0.2213349,0.1104052
DCT,AKI,SFRP1,0.21004526753839592,0.051787697,4.055891275405884,4.055891275405884,7.749451,2.8983788,4.488741
DCT,AKI,XIST,0.19855531173030938,0.14678834,-1.3526640236377716,1.3526640236377716,0.46973982,1.4340538,2.210754
DCT,AKI,ITM2B,0.19231369556942202,0.021816993,8.814857959747314,8.814857959747314,18.94699,9.091305,11.172957
DCT,AKI,COL18A1,0.18750942909982649,0.04996111,3.7531078457832336,3.7531078457832336,5.3153353,1.2446336,1.8798213
DCT,AKI,CTSD,0.18669851432721885,0.041123375,4.539960861206055,4.539960861206055,9.796521,4.1669683,6.3461523
DCT,AKI,S100A6,0.17461457071032438,0.024473282,7.13490629196167,7.13490629196167,25.449656,14.304946,22.324553
DCT,AKI,B2M,0.15808368004502782,0.03338577,4.735061883926392,4.735061883926392,11.568809,6.1813335,7.48616
DCT,AKI,GAPDH,0.14936948505259995,0.04908086,3.043334722518921,3.043334722518921,8.9639435,3.4676147,8.373603
DCT,AKI,RPS4Y1,0.13640079927010207,0.11990895,1.13753642141819,1.13753642141819,1.647022,0.22298709,0.7959841
DCT,AKI,MT-ND4,0.13500697312863963,0.014078344,-9.589691162109375,9.589691162109375,136.3571,93.854385,198.0392
DCT,AKI,ADGRG1,0.13497074300826184,0.08971385,1.5044582784175873,1.5044582784175873,2.041094,0.5373302,0.53594136
DCT,AKI,SERPING1,0.13383784799269494,0.0819907,1.6323540806770325,1.6323540806770325,2.2459304,0.54861486,0.67853785
DCT,AKI,ATP5MC3,0.1337473461229024,0.031264663,4.277907848358154,4.277907848358154,7.4727154,1.9811721,4.408443
DCT,AKI,PKM,0.1335711492647853,0.07281667,1.8343484997749329,1.8343484997749329,4.209725,1.549431,3.2013218
DCT,AKI,TXNIP,0.13203323237489073,0.068934895,-1.915332317352295,1.915332317352295,2.737643,2.7458072,6.5601435
DCT,AKI,RARRES2,0.12579097278303486,0.081945635,-1.5350539684295654,1.5350539684295654,1.1047688,1.1871238,4.0925217
DCT,AKI,SERF2,0.10579095921380599,0.033887744,3.1218059062957764,3.1218059062957764,13.587604,6.0070443,14.924551
DCT,AKI,DCDC2,0.10116692080575307,0.0763721,1.324658066034317,1.324658066034317,1.8984747,0.43300325,0.71463
DCT,AKI,CYBA,0.09873002227539973,0.046924505,2.1040183901786804,2.1040183901786804,2.8748717,0.8480048,0.69370186
DCT,AKI,RPL28,0.09745501097692477,0.023070393,4.22424578666687,4.22424578666687,12.394502,5.1715226,11.168989
DCT,AKI,TMSB10,0.08868406783595639,0.015605119,5.683011293411255,5.683011293411255,9.313226,3.1582723,4.1021566
DCT,AKI,HSD11B2,0.0884022801857145,0.04114863,2.1483651399612427,2.1483651399612427,6.463909,3.469662,5.161426
DCT,AKI,SLC12A3,0.08512897477978143,0.008932527,-9.53022289276123,9.53022289276123,13.569116,10.419815,35.778862
DCT,AKI,DBI,0.08436541098519879,0.056709014,1.4876896142959595,1.4876896142959595,3.7086902,1.4359846,3.0060165
DCT,AKI,ATP5E,0.08042229888086708,0.021480374,-3.743989687412977,3.743989687412977,0.023982067,1.7083659,5.8275776
DCT,AKI,C12orf75,0.07463336687052302,0.04131536,1.8064313977956772,1.8064313977956772,2.2917514,0.5198144,0.4508256
DCT,AKI,S100A2,0.07381284123012544,0.025504382,2.89412385225296,2.89412385225296,5.1608024,1.6955851,2.837772
DCT,AKI,ATP5F1B,0.0723557202781846,0.028948084,2.499499499797821,2.499499499797821,4.510611,1.2177738,2.8044493
DCT,AKI,ATP5J,0.07191920814003674,0.021701688,-3.313991442322731,3.313991442322731,0.010775551,1.133301,5.516233
DCT,AKI,RPL26,0.06982406812855757,0.047370054,1.474012851715088,1.474012851715088,9.872084,4.8876104,11.908531
DCT,AKI,RPL13,0.06837913320910927,0.027944947,2.446923017501831,2.446923017501831,12.459961,6.076901,13.949175
DCT,AKI,LDHB,0.06623732137994054,0.04106529,1.612975835800171,1.612975835800171,7.011475,3.0312839,7.7657146
DCT,AKI,SMIM24,0.06361413028579488,0.10453104,0.6085668802261353,0.6085668802261353,0.7409586,0.12944283,0.13534056
DCT,AKI,TAGLN2,0.06325461499904428,0.07375154,0.8576717972755432,0.8576717972755432,1.3802994,0.46204847,0.58320683
DCT,AKI,RPS10,0.06217503568692173,0.07698874,0.8075860738754272,0.8075860738754272,3.3563046,2.2544575,2.8429797
DCT,AKI,TCEB2,0.06120806892104938,0.029751344,-2.057321162894368,2.057321162894368,0.015632479,0.87260735,3.2733
DCT,AKI,PPP1R14B,0.06113589384169016,0.08033835,0.7609801888465881,0.7609801888465881,1.5449772,0.5289328,1.0390612
DCT,AKI,COL7A1,0.06082578944568393,0.113606885,0.5354058374650776,0.5354058374650776,0.5535171,0.014380521,0.02184201
DCT,AKI,NEAT1,0.060675144171847606,0.030226756,2.0073323249816895,2.0073323249816895,5.6090646,2.5503068,4.6531577
DCT,AKI,ARHGAP29,0.059414027245764944,0.088259324,0.6731756404042244,0.6731756404042244,1.0188586,0.23763026,0.45373556
DCT,AKI,TMEM52B,0.05748012196871155,0.023838086,-2.4112725257873535,2.4112725257873535,15.466675,11.053275,24.70262
DCT,AKI,RPL39,0.05734564924726726,0.035120934,1.632805347442627,1.632805347442627,13.942664,7.3104525,17.309265
DCT,AKI,IFITM2,0.05691958546700282,0.06699643,0.8495912849903107,0.8495912849903107,1.2409791,0.40655416,0.37622142
DCT,AKI,EEF1A1,0.0563152157018898,0.009678207,5.818765163421631,5.818765163421631,24.315529,10.6442175,26.34931
DCT,AKI,RACK1,0.05618160099176439,0.02007579,2.79847514629364,2.79847514629364,4.2529883,1.098864,1.8101624
DCT,AKI,IFITM3,0.05432071146681361,0.03989528,1.3615823686122894,1.3615823686122894,2.0681107,0.61832196,0.7947347
DCT,AKI,CANX,0.054320572648747234,0.08127185,0.6683811545372009,0.6683811545372009,2.3850875,1.3461391,2.0872736
DCT,AKI,ATP5G2,0.052957291579957905,0.024043648,-2.2025481541641057,2.2025481541641057,0.0060060243,0.8938013,3.523307
DCT,AKI,RPL19,0.052722521036812964,0.032639086,1.6153185367584229,1.6153185367584229,9.208932,3.9434972,11.24373
DCT,AKI,SLC25A29,0.05089643352067652,0.107115,0.47515691816806793,0.47515691816806793,0.7051142,0.21618696,0.24372758
DCT,AKI,RPS24,0.05001883056320455,0.03211982,1.5572574138641357,1.5572574138641357,10.954287,5.859922,12.934136
DCT,AKI,APP,0.0498713378223683,0.026024856,1.9162964224815369,1.9162964224815369,4.254459,1.9144708,2.7618542
DCT,AKI,ATP5I,0.04901918840335539,0.016258497,-3.0149889644235373,3.0149889644235373,0.020372802,1.0974059,4.9733176
DCT,AKI,MECOM,0.048366618117845483,0.03848942,1.2566211223602295,1.2566211223602295,2.2901468,1.060135,1.0069164
DCT,AKI,COX8A,0.048357985932776515,0.053269807,-0.9077935218811035,0.9077935218811035,7.2056966,4.0704145,12.156566
DCT,AKI,COX5B,0.04777118115300638,0.028545402,-1.673515796661377,1.673515796661377,11.026183,6.1819124,19.217485
DCT,AKI,CARMIL1,0.04680163051276831,0.06091603,0.7682974636554718,0.7682974636554718,0.9350022,0.21455024,0.11885925
DCT,AKI,PAX8,0.04643776011918188,0.08103837,0.5730342268943787,0.5730342268943787,0.85619575,0.2691976,0.29712543
