cell_type,class,gene,combined_score,importance,target_minus_others_mean,abs_target_minus_others_mean,mean_expr_AKI,mean_expr_CKD,mean_expr_Ref
CNT,AKI,MALAT1,0.14752425438995154,0.003181841,-46.36443328857422,46.36443328857422,162.16046,101.640884,315.4089
CNT,AKI,CD74,0.1470337985146576,0.033486713,4.390810161828995,4.390810161828995,5.6394286,1.6147405,0.8824964
CNT,AKI,MGP,0.1443065293345298,0.041708514,3.4598818123340607,3.4598818123340607,4.0068836,0.5862448,0.5077588
CNT,AKI,ITM2B,0.14062648958478974,0.036447927,3.8582849502563477,3.8582849502563477,17.586975,10.879913,16.577467
CNT,AKI,RPS12,0.1367999621529421,0.023346521,5.859543800354004,5.859543800354004,21.069883,9.784851,20.635828
CNT,AKI,XIST,0.13623414176668547,0.16970429,-0.8027737140655518,0.8027737140655518,0.7991944,1.3337245,1.8702117
CNT,AKI,SERPING1,0.13528395579677,0.08185424,1.6527422070503235,1.6527422070503235,2.34901,0.66596943,0.72656614
CNT,AKI,HLA-DRB1,0.12897234899687327,0.08691707,1.4838551878929138,1.4838551878929138,2.2156227,0.6137733,0.84976166
CNT,AKI,CTSD,0.12614043636151795,0.036591444,3.447265863418579,3.447265863418579,10.191538,5.4204545,8.0680895
CNT,AKI,HLA-DRA,0.12602362613380347,0.07292721,1.7280742228031158,1.7280742228031158,2.3731172,0.7130358,0.57705015
CNT,AKI,RNF213,0.12414178793861375,0.085570425,1.450755774974823,1.450755774974823,1.7130822,0.32647327,0.19817957
CNT,AKI,DCDC2,0.11827685472662086,0.0638997,1.850976586341858,1.850976586341858,2.8391101,0.8161731,1.160094
CNT,AKI,MIF,0.11808293449833229,0.07905859,-1.4936130046844482,1.4936130046844482,3.7371862,3.7908435,6.670755
CNT,AKI,RHCG,0.1128393668148675,0.0267483,-4.2185622453689575,4.2185622453689575,1.1229184,2.9274065,7.7555547
CNT,AKI,SOD2,0.11141700873103366,0.050731312,2.1962177455425262,2.1962177455425262,3.2375052,0.742376,1.3401989
CNT,AKI,AQP2,0.10911046415824321,0.013880415,-7.8607494831085205,7.8607494831085205,3.9628353,4.2476716,19.399498
CNT,AKI,B2M,0.10839036584206951,0.011880457,9.123416900634766,9.123416900634766,18.464294,8.8544855,9.82727
CNT,AKI,TPT1,0.10741510546554345,0.040663246,2.6415772438049316,2.6415772438049316,14.620662,7.0912867,16.866882
CNT,AKI,TMEM52B,0.09978421569746265,0.023616236,-4.225237965583801,4.225237965583801,1.9890205,3.8942075,8.534309
CNT,AKI,TNFRSF12A,0.09787414831590746,0.039391827,-2.4846308529376984,2.4846308529376984,1.4782311,0.5573414,7.3683825
CNT,AKI,GLS,0.09709017511009854,0.054602012,1.7781428098678589,1.7781428098678589,3.8106105,1.679754,2.3851814
CNT,AKI,OLFM4,0.09627502216586015,0.045726385,2.1054588556289673,2.1054588556289673,2.3674517,0.2190294,0.30495623
CNT,AKI,HSD11B2,0.0937721589572389,0.012248474,-7.655823707580566,7.655823707580566,5.8872094,9.0225725,18.063494
CNT,AKI,ATP5E,0.09345912960840322,0.031457316,-2.9709823057055473,2.9709823057055473,0.09182877,1.6242756,4.5013466
CNT,AKI,RPLP1,0.09107281480434981,0.01362987,6.681855201721191,6.681855201721191,21.804947,10.238352,20.007832
CNT,AKI,FOS,0.0902563630485198,0.016506214,-5.468023419380188,5.468023419380188,2.0744479,2.521406,12.563537
CNT,AKI,JUNB,0.08933071227170464,0.035714667,-2.501233220100403,2.501233220100403,1.5243509,1.572252,6.478916
CNT,AKI,CYBA,0.08866093928541152,0.03205331,2.76604625582695,2.76604625582695,3.6101544,0.9945081,0.6937082
CNT,AKI,RPS19,0.08857728548866772,0.015239957,5.812174320220947,5.812174320220947,13.872823,5.503296,10.618001
CNT,AKI,SAT1,0.08814776738455898,0.02749825,3.205577254295349,3.205577254295349,8.951582,2.884146,8.607863
