epoch,train_loss,train_recon_loss,train_cls_loss,train_accuracy,train_macro_f1,train_weighted_f1,val_loss,val_recon_loss,val_cls_loss,val_accuracy,val_macro_f1,val_weighted_f1
1,1.5786205087627647,0.7718495224853299,0.5378473262896006,0.7750874869951764,0.775260068783834,0.7752590432055336,1.1856713328203077,0.7691225167383846,0.27769920451911956,0.8810289389067524,0.8799684574684575,0.8799684574684575
2,1.0741108929796361,0.712020276094085,0.24139373923198149,0.9073110753806867,0.9073541243181955,0.9073532170237781,1.1097334491733826,0.7572859446463222,0.2349650016711328,0.9078242229367631,0.9069058617128428,0.9069058617128427
3,0.9995663451075069,0.7012354492081335,0.1988872678471775,0.9259434408398751,0.9259630318444253,0.9259627152470885,1.0802336158220918,0.7361442159865319,0.2293929300667261,0.9163987138263665,0.9160922381750135,0.9160922381750135
4,0.9269865109444025,0.6939881698507736,0.15533222948818212,0.942116712380592,0.9420906315281048,0.9420901796980952,1.253757115345676,0.7318622969482234,0.34792987489623656,0.8735262593783494,0.8745256915532678,0.8745256915532679
5,0.8866448743808104,0.68795290377083,0.13246131585120793,0.9499668968126359,0.9499991072930678,0.9499985729786782,1.018587881090301,0.7230917385920068,0.19699742286471053,0.9340836012861736,0.933892017899071,0.933892017899071
6,0.8476480538849798,0.6827160574444351,0.1099546641522907,0.9587628865979382,0.9587480250635855,0.9587474932348647,1.0327387446375904,0.7119300930190827,0.21387243417809376,0.927652733118971,0.9281375347920192,0.9281375347920192
7,0.8464419505211237,0.6772494533706228,0.11279499789550695,0.958289983921309,0.9582899817277003,0.9582896532237342,1.0292746563305297,0.7032443734738348,0.21735351966316677,0.9297963558413719,0.9296399549145246,0.9296399549145244
8,0.8167234435050363,0.6768320018765064,0.0932609605341572,0.9646268797881395,0.9646432928382369,0.9646432757569986,1.0585807945184003,0.6988065838174933,0.2398494678646294,0.9271168274383709,0.9264479475913993,0.9264479475913993
9,0.8146838006578195,0.6723400517589241,0.0948958336851753,0.9656672656767238,0.9656687676634977,0.9656684729906354,1.0312464497863671,0.7168371469133792,0.20960619120128923,0.9346195069667739,0.934238197141423,0.934238197141423
10,0.7967122717317701,0.6704417933784528,0.08418031785646654,0.969923389766386,0.9699267590700078,0.9699265671630941,1.002248177191069,0.6909286253960825,0.2075463586066633,0.9330117899249732,0.9327652962401212,0.9327652962401211
11,0.7871559668904186,0.6666670717411028,0.08032592898098194,0.9701125508370377,0.9701060569074222,0.9701058099217199,1.0337724002738986,0.7284431861911173,0.2035528108046369,0.9340836012861736,0.9340704743793857,0.9340704743793857
12,0.7657117284844955,0.6649580274175743,0.06716913452966881,0.9746524165326775,0.9746554833446125,0.9746551321775416,0.9968082568142064,0.6963586260395929,0.20029974766355108,0.939978563772776,0.939711362502415,0.939711362502415
13,0.7549141187727829,0.6604757199311768,0.06295893113021818,0.97663860777452,0.9766326113896392,0.9766324445545432,1.2845349934067885,0.7122710900419139,0.381509262329768,0.9003215434083601,0.900602891216492,0.9006028912164921
14,0.756784737893742,0.6587481357274912,0.06535773673369194,0.9751253192093067,0.9751347333449658,0.9751346620442665,1.1114395359832503,0.6934115766584554,0.2786853011589725,0.9105037513397642,0.9111289459670854,0.9111289459670855
15,0.7603945107770307,0.6580095296944257,0.06825665655832783,0.9755036413506101,0.9754963026193567,0.9754962294884961,1.0484238180700223,0.6894075082173813,0.2393442057432469,0.9196141479099679,0.9202045482978559,0.9202045482978559
16,0.7491191045953594,0.656688434584053,0.06162044676005767,0.9785302184810366,0.9785324293143365,0.9785324588057954,1.0380086744202166,0.6878783870867722,0.2334201923808101,0.9356913183279743,0.9354949147086975,0.9354949147086975
17,0.7315701082719486,0.6533723580265614,0.05213183510101113,0.9807055707935307,0.9807038632693464,0.9807038222054619,1.0877516532889773,0.7120040512672703,0.25049840755529085,0.9319399785637728,0.9315846472969378,0.9315846472969377
18,0.7323376969662901,0.6511522346263147,0.05412363950090896,0.9804218291875532,0.9804259723446654,0.9804259991343668,1.0847037260172068,0.6976394383725885,0.25804285546974354,0.9292604501607717,0.9284395969532856,0.9284395969532856
19,0.7234087815903043,0.6506918896612242,0.04847793045926656,0.9825971815000473,0.9825968612207704,0.9825966411161263,1.0644847359049103,0.6909508998371013,0.24902255572817844,0.9239013933547695,0.9238811360617495,0.9238811360617494
